microtrait_rule-name,microtrait_trait-name1,microtrait_trait-name2,microtrait_trait-name3
nos_full,,,
nos_key,,,
nrsA,,,
nrt_full,,,
nrt_key,,,
nuk_full,,,
nuk_partial,,,
nupC,,,
nupG,,,
nupX,,,
occ_full,,,
occ_key,,,
oleC_full,,,
oleC_key,,,
ompA,,,
opmD_key,,,
opmE,,,
opp-1_full,,,
opp-1_key,,,
oprB,,,
oprD,,,
oprN,,,
oprO_P,,,
opu_and,,,
opu_key,,,
oqxB,,,
oxlT,,,
pa_full,,,
pa_partial,,,
paa,,,
panF,,,
pbuE,,,
pbuG,,,
peb_full,,,
peb_key,,,
pha_full,,,
pha_partial,,,
pheP,,,
phn-1_full,,,
phn-1_partial,,,
phn-2_full,,,
phn-2_partial,,,
pho84,,,
phoE,,,
pit,,,
pro_and,,,
pro_key,,,
proP,,,
proY,,,
pslD,,,
pst_full,,,
pst_partial,,,
psuT,,,
pucJ,,,
putP,,,
puuP,,,
pvdE,,,
rbs_full,,,
rbs_key,,,
rbsU,,,
rcnA,,,
rha-1_full,,,
rha-1_key,,,
rha-2,,,
rhtA,,,
rhtB,,,
rhtC,,,
rib_full,,,
rib_partial,,,
rocE,,,
rutG,,,
sam,,,
sap_full,,,
sap_key,,,
satP,,,
scr_full,,,
scr_partial,,,
scrY,,,
sdaC,,,
sit_full,,,
sit_key,,,
sme_full,,,
sme_partial,,,
sor_full,,,
sor_partial,,,
sotB,,,
sstT,,,
ssu_full,,,
ssu_key,,,
ste_full,,,
ste_partial,,,
sug-1_full,,,
sug-1_partial,,,
sug-2_full,,,
sug-2_partial,,,
syrD,,,
tag_full,,,
tag_key,,,
tau_full,,,
tau_key,,,
tc_2.A.76.1.6,,,
tc.aat,,,
tc.agcs,,,
tc.apa,,,
tc.bat2,,,
tc.citmhs,,,
tc.cnt,,,
tc.dass,,,
tc.dme,,,
tc.fev,,,
tc.gntp,,,
tc.gph,,,
tc.hae1,,,
tc.livcs,,,
tc.ncs1,,,
tc.ncs2,,,
tc.nss,,,
tc.pot,,,
tc.sss,,,
tc.sulp,,,
tc2.A.86.1.7,,,
tct_full,,,
tct_partial,,,
tcy-1_full,,,
tcy-1_key,,,
tcy-2_full,,,
tcy-2_partial,,,
tdcC,,,
tehA,,,
tet35,,,
thi_full,,,
thi_key,,,
thiT,,,
thu_full,,,
thu_key,,,
tnaB,,,
tog_full,,,
tog_key,,,
togT,,,
tol_full,,,
tol_partial,,,
treE_full,,,
treE_partial,,,
triC,,,
trkA,,,
trkH,,,
tro_full,,,
tro_key,,,
trp_full,,,
trp_key,,,
tsx,,,
ttdT,,,
tuaB,,,
tup_full,,,
tup_key,,,
tutB,,,
tyrP,,,
ugp_and,,,
ugp_key,,,
uhpC,,,
uid-1,,,
uid-2,,,
ula_full,,,
ula_partial,,,
uraA,,,
urt_full,,,
urt_key,,,
utp,,,
vb1x_and,,,
vb1x_key,,,
vex_full,,,
vex_key,,,
vexA,,,
vexF,,,
vpsM,,,
vpsN,,,
wtp_full,,,
wtp_key,,,
wza,,,
wzxC,,,
xanP,,,
xanQ,,,
xapB,,,
xlt_full,,,
xlt_key,,,
xyl_full,,,
xyl_key,,,
xylE,,,
yad_full,,,
yad_partial,,,
yahN,,,
ydjE,,,
yia_full,,,
yia_partial,,,
yjbB,,,
yjeH,,,
ykk_full,,,
ykk_partial,,,
ylnA,,,
ynfM,,,
yojI,,,
yqgE,,,
yrbG,,,
ytr_full,,,
ytr_partial,,,
yuiF,,,
yxjA,,,
yyd_full,,,
yyd_partial,,,
zipB,,,
zm_full,,,
zm_key,,,
zntB,,,
znu_full,,,
znu_key,,,
GH1,,,
GH2,,,
GH3,,,
GH4,,,
GH5,,,
GH6,,,
GH7,,,
GH8,,,
GH9,,,
GH10,,,
GH11,,,
GH12,,,
GH16,,,
GH18,,,
GH19,,,
GH20,,,
GH23,,,
GH26,,,
GH27,,,
GH30,,,
GH31,,,
GH36,,,
GH39,,,
GH43,,,
GH44,,,
GH45,,,
GH48,,,
GH51,,,
GH52,,,
GH54,,,
GH62,,,
GH74,,,
GH79,,,
GH97,,,
GH98,,,
GH124,,,
GH110,,,
GH113,,,
GH116,,,
GH120,,,
GH134,,,
ggt,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
pepA_M17,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
pepN,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
pepT,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
pip,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
pepA_M42,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
pepP,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
map,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
dmpA,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
pepD_M20,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
pepD_S1,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
pepQ,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
pepX,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
dcp,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
cpg,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
ldcA,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
E3.4.17.19,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
pcp,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
iadA,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
yqgT,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
sspA,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
E3.4.21.50,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
lon,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
iga_hap,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
ptrB,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
clpP,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
iga_zmpA,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
ptrA,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
prlC,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
hslV,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
bepA,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
cpaA,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
hofD,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
pilD,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
lepB,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
lspA,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
psmA,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
psmB,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
hyaD,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
prc,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
hflB,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
lonB,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
hhoB,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
lonH,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
degP,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
degQ,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
sppA,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
sohB,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
ydgD,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
pfpI,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
E3.4.11.10,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
pepE,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
cpt,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
gpr,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
spoIIGA,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
preP,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
dacC,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
dacB,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
vanY,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
mepA,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
pbpG,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
pqqL,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
pepO,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
loiP,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
pepB,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
flaK,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
prtC_M10,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
prtC_U32,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
hycI,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
ypdF,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
pgtE,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
tpr,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
yopJ,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
yopT,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
pepF,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
E3.4.17.14,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
vanX,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
lasA,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
zmpB_M26,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
zmpB_M4,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
lef,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
scpA,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
pepDA,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
tri,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
nprB,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
mtfA,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
rseP,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
cps,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
iaaA,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
wprA,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
isp,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
bpr,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
epr,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
sipW,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
avrRpt2,Resource Acquisition:Substrate degradation:simple compound degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation,Resource Acquisition:Substrate degradation:simple compound degradation:protein degradation
