ASV_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV1802,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,o_MLE1-12_ASV1802,f_o_MLE1-12_ASV1802_ASV1802,g_f_o_MLE1-12_ASV1802_ASV1802_ASV1802
ASV1803,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,o_MLE1-12_ASV1803,f_o_MLE1-12_ASV1803_ASV1803,g_f_o_MLE1-12_ASV1803_ASV1803_ASV1803
ASV1804,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,o_MLE1-12_ASV1804,f_o_MLE1-12_ASV1804_ASV1804,g_f_o_MLE1-12_ASV1804_ASV1804_ASV1804
ASV1805,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,o_MLE1-12_ASV1805,f_o_MLE1-12_ASV1805_ASV1805,g_f_o_MLE1-12_ASV1805_ASV1805_ASV1805
ASV1806,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,o_MLE1-12_ASV1806,f_o_MLE1-12_ASV1806_ASV1806,g_f_o_MLE1-12_ASV1806_ASV1806_ASV1806
ASV1807,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,o_MLE1-12_ASV1807,f_o_MLE1-12_ASV1807_ASV1807,g_f_o_MLE1-12_ASV1807_ASV1807_ASV1807
ASV1808,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,g_Leptolyngbya_ASV1808
ASV1809,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,g_Leptolyngbya_ASV1809
ASV1810,Bacteria,Cyanobacteria,p_Cyanobacteria_ASV1810,c_p_Cyanobacteria_ASV1810_ASV1810,o_c_p_Cyanobacteria_ASV1810_ASV1810_ASV1810,f_o_c_p_Cyanobacteria_ASV1810_ASV1810_ASV1810_ASV1810,g_f_o_c_p_Cyanobacteria_ASV1810_ASV1810_ASV1810_ASV1810_ASV1810
ASV1811,Bacteria,Cyanobacteria,p_Cyanobacteria_ASV1811,c_p_Cyanobacteria_ASV1811_ASV1811,o_c_p_Cyanobacteria_ASV1811_ASV1811_ASV1811,f_o_c_p_Cyanobacteria_ASV1811_ASV1811_ASV1811_ASV1811,g_f_o_c_p_Cyanobacteria_ASV1811_ASV1811_ASV1811_ASV1811_ASV1811
ASV1812,Bacteria,Cyanobacteria,p_Cyanobacteria_ASV1812,c_p_Cyanobacteria_ASV1812_ASV1812,o_c_p_Cyanobacteria_ASV1812_ASV1812_ASV1812,f_o_c_p_Cyanobacteria_ASV1812_ASV1812_ASV1812_ASV1812,g_f_o_c_p_Cyanobacteria_ASV1812_ASV1812_ASV1812_ASV1812_ASV1812
ASV1813,Bacteria,Cyanobacteria,p_Cyanobacteria_ASV1813,c_p_Cyanobacteria_ASV1813_ASV1813,o_c_p_Cyanobacteria_ASV1813_ASV1813_ASV1813,f_o_c_p_Cyanobacteria_ASV1813_ASV1813_ASV1813_ASV1813,g_f_o_c_p_Cyanobacteria_ASV1813_ASV1813_ASV1813_ASV1813_ASV1813
ASV1814,Bacteria,Cyanobacteria,p_Cyanobacteria_ASV1814,c_p_Cyanobacteria_ASV1814_ASV1814,o_c_p_Cyanobacteria_ASV1814_ASV1814_ASV1814,f_o_c_p_Cyanobacteria_ASV1814_ASV1814_ASV1814_ASV1814,g_f_o_c_p_Cyanobacteria_ASV1814_ASV1814_ASV1814_ASV1814_ASV1814
ASV1815,Bacteria,Cyanobacteria,p_Cyanobacteria_ASV1815,c_p_Cyanobacteria_ASV1815_ASV1815,o_c_p_Cyanobacteria_ASV1815_ASV1815_ASV1815,f_o_c_p_Cyanobacteria_ASV1815_ASV1815_ASV1815_ASV1815,g_f_o_c_p_Cyanobacteria_ASV1815_ASV1815_ASV1815_ASV1815_ASV1815
ASV1816,Bacteria,Cyanobacteria,p_Cyanobacteria_ASV1816,c_p_Cyanobacteria_ASV1816_ASV1816,o_c_p_Cyanobacteria_ASV1816_ASV1816_ASV1816,f_o_c_p_Cyanobacteria_ASV1816_ASV1816_ASV1816_ASV1816,g_f_o_c_p_Cyanobacteria_ASV1816_ASV1816_ASV1816_ASV1816_ASV1816
ASV1817,Bacteria,Cyanobacteria,p_Cyanobacteria_ASV1817,c_p_Cyanobacteria_ASV1817_ASV1817,o_c_p_Cyanobacteria_ASV1817_ASV1817_ASV1817,f_o_c_p_Cyanobacteria_ASV1817_ASV1817_ASV1817_ASV1817,g_f_o_c_p_Cyanobacteria_ASV1817_ASV1817_ASV1817_ASV1817_ASV1817
ASV1818,Bacteria,Cyanobacteria,p_Cyanobacteria_ASV1818,c_p_Cyanobacteria_ASV1818_ASV1818,o_c_p_Cyanobacteria_ASV1818_ASV1818_ASV1818,f_o_c_p_Cyanobacteria_ASV1818_ASV1818_ASV1818_ASV1818,g_f_o_c_p_Cyanobacteria_ASV1818_ASV1818_ASV1818_ASV1818_ASV1818
ASV1819,Bacteria,Cyanobacteria,p_Cyanobacteria_ASV1819,c_p_Cyanobacteria_ASV1819_ASV1819,o_c_p_Cyanobacteria_ASV1819_ASV1819_ASV1819,f_o_c_p_Cyanobacteria_ASV1819_ASV1819_ASV1819_ASV1819,g_f_o_c_p_Cyanobacteria_ASV1819_ASV1819_ASV1819_ASV1819_ASV1819
ASV1820,Bacteria,Cyanobacteria,p_Cyanobacteria_ASV1820,c_p_Cyanobacteria_ASV1820_ASV1820,o_c_p_Cyanobacteria_ASV1820_ASV1820_ASV1820,f_o_c_p_Cyanobacteria_ASV1820_ASV1820_ASV1820_ASV1820,g_f_o_c_p_Cyanobacteria_ASV1820_ASV1820_ASV1820_ASV1820_ASV1820
ASV1821,Bacteria,Cyanobacteria,p_Cyanobacteria_ASV1821,c_p_Cyanobacteria_ASV1821_ASV1821,o_c_p_Cyanobacteria_ASV1821_ASV1821_ASV1821,f_o_c_p_Cyanobacteria_ASV1821_ASV1821_ASV1821_ASV1821,g_f_o_c_p_Cyanobacteria_ASV1821_ASV1821_ASV1821_ASV1821_ASV1821
ASV1822,Bacteria,Cyanobacteria,p_Cyanobacteria_ASV1822,c_p_Cyanobacteria_ASV1822_ASV1822,o_c_p_Cyanobacteria_ASV1822_ASV1822_ASV1822,f_o_c_p_Cyanobacteria_ASV1822_ASV1822_ASV1822_ASV1822,g_f_o_c_p_Cyanobacteria_ASV1822_ASV1822_ASV1822_ASV1822_ASV1822
ASV1823,Bacteria,Cyanobacteria,p_Cyanobacteria_ASV1823,c_p_Cyanobacteria_ASV1823_ASV1823,o_c_p_Cyanobacteria_ASV1823_ASV1823_ASV1823,f_o_c_p_Cyanobacteria_ASV1823_ASV1823_ASV1823_ASV1823,g_f_o_c_p_Cyanobacteria_ASV1823_ASV1823_ASV1823_ASV1823_ASV1823
ASV1824,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,g_Leptolyngbya_ASV1824
ASV1825,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,g_Leptolyngbya_ASV1825
ASV1826,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,g_Leptolyngbya_ASV1826
ASV1827,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,g_Leptolyngbya_ASV1827
ASV1828,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,g_Leptolyngbya_ASV1828
ASV1829,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,g_Leptolyngbya_ASV1829
ASV1830,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,o_Pseudanabaenales_ASV1830,f_o_Pseudanabaenales_ASV1830_ASV1830,g_f_o_Pseudanabaenales_ASV1830_ASV1830_ASV1830
ASV1831,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,o_Nostocales_ASV1831,f_o_Nostocales_ASV1831_ASV1831,g_f_o_Nostocales_ASV1831_ASV1831_ASV1831
ASV1832,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,o_Nostocales_ASV1832,f_o_Nostocales_ASV1832_ASV1832,g_f_o_Nostocales_ASV1832_ASV1832_ASV1832
ASV1833,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,o_Nostocales_ASV1833,f_o_Nostocales_ASV1833_ASV1833,g_f_o_Nostocales_ASV1833_ASV1833_ASV1833
ASV1834,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,o_Nostocales_ASV1834,f_o_Nostocales_ASV1834_ASV1834,g_f_o_Nostocales_ASV1834_ASV1834_ASV1834
ASV1835,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Scytonemataceae,f_Scytonemataceae_ASV1835,g_f_Scytonemataceae_ASV1835_ASV1835
ASV1836,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Nostocaceae,f_Nostocaceae_ASV1836,g_f_Nostocaceae_ASV1836_ASV1836
ASV1837,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Nostocaceae,f_Nostocaceae_ASV1837,g_f_Nostocaceae_ASV1837_ASV1837
ASV1838,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Nostocaceae,f_Nostocaceae_ASV1838,g_f_Nostocaceae_ASV1838_ASV1838
ASV1839,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Nostocaceae,Dolichospermum,flos-aquae
ASV1840,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Nostocaceae,f_Nostocaceae_ASV1840,g_f_Nostocaceae_ASV1840_ASV1840
ASV1841,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Nostocaceae,f_Nostocaceae_ASV1841,g_f_Nostocaceae_ASV1841_ASV1841
ASV1842,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Nostocaceae,f_Nostocaceae_ASV1842,g_f_Nostocaceae_ASV1842_ASV1842
ASV1843,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Nostocaceae,Anabaena,g_Anabaena_ASV1843
ASV1844,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Scytonemataceae,f_Scytonemataceae_ASV1844,g_f_Scytonemataceae_ASV1844_ASV1844
ASV1845,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Scytonemataceae,Scytonema,g_Scytonema_ASV1845
ASV1846,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Scytonemataceae,Scytonema,g_Scytonema_ASV1846
ASV1847,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Scytonemataceae,Scytonema,g_Scytonema_ASV1847
ASV1848,Bacteria,Cyanobacteria,Nostocophycideae,c_Nostocophycideae_ASV1848,o_c_Nostocophycideae_ASV1848_ASV1848,f_o_c_Nostocophycideae_ASV1848_ASV1848_ASV1848,g_f_o_c_Nostocophycideae_ASV1848_ASV1848_ASV1848_ASV1848
ASV1849,Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Scytonemataceae,Scytonema,g_Scytonema_ASV1849
ASV1850,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,o_Pseudanabaenales_ASV1850,f_o_Pseudanabaenales_ASV1850_ASV1850,g_f_o_Pseudanabaenales_ASV1850_ASV1850_ASV1850
ASV1851,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Nodosilinea,nodulosa
ASV1852,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Xenococcaceae,Chroococcidiopsis,thermalis
ASV1853,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Xenococcaceae,Chroococcidiopsis,thermalis
ASV1854,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Phormidiaceae,f_Phormidiaceae_ASV1854,g_f_Phormidiaceae_ASV1854_ASV1854
ASV1855,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Phormidiaceae,Phormidium,g_Phormidium_ASV1855
ASV1856,Bacteria,Cyanobacteria,p_Cyanobacteria_ASV1856,c_p_Cyanobacteria_ASV1856_ASV1856,o_c_p_Cyanobacteria_ASV1856_ASV1856_ASV1856,f_o_c_p_Cyanobacteria_ASV1856_ASV1856_ASV1856_ASV1856,g_f_o_c_p_Cyanobacteria_ASV1856_ASV1856_ASV1856_ASV1856_ASV1856
ASV1857,Bacteria,Cyanobacteria,p_Cyanobacteria_ASV1857,c_p_Cyanobacteria_ASV1857_ASV1857,o_c_p_Cyanobacteria_ASV1857_ASV1857_ASV1857,f_o_c_p_Cyanobacteria_ASV1857_ASV1857_ASV1857_ASV1857,g_f_o_c_p_Cyanobacteria_ASV1857_ASV1857_ASV1857_ASV1857_ASV1857
ASV1858,Bacteria,Cyanobacteria,Synechococcophycideae,Synechococcales,Acaryochloridaceae,Acaryochloris,g_Acaryochloris_ASV1858
ASV1859,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,frigida
ASV1860,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,g_Leptolyngbya_ASV1860
ASV1861,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,g_Leptolyngbya_ASV1861
ASV1862,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,g_Leptolyngbya_ASV1862
ASV1863,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,g_Leptolyngbya_ASV1863
ASV1864,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,g_Leptolyngbya_ASV1864
ASV1865,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,g_Leptolyngbya_ASV1865
ASV1866,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,g_Leptolyngbya_ASV1866
ASV1867,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,g_Leptolyngbya_ASV1867
ASV1868,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,g_Leptolyngbya_ASV1868
ASV1869,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,g_Leptolyngbya_ASV1869
ASV1870,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,g_Leptolyngbya_ASV1870
ASV1871,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,g_Leptolyngbya_ASV1871
ASV1872,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,g_Leptolyngbya_ASV1872
ASV1873,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,g_Leptolyngbya_ASV1873
ASV1874,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,g_Leptolyngbya_ASV1874
ASV1875,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,g_Leptolyngbya_ASV1875
ASV1876,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,g_Leptolyngbya_ASV1876
ASV1877,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,g_Leptolyngbya_ASV1877
ASV1878,Bacteria,Cyanobacteria,p_Cyanobacteria_ASV1878,c_p_Cyanobacteria_ASV1878_ASV1878,o_c_p_Cyanobacteria_ASV1878_ASV1878_ASV1878,f_o_c_p_Cyanobacteria_ASV1878_ASV1878_ASV1878_ASV1878,g_f_o_c_p_Cyanobacteria_ASV1878_ASV1878_ASV1878_ASV1878_ASV1878
ASV1879,Bacteria,Cyanobacteria,p_Cyanobacteria_ASV1879,c_p_Cyanobacteria_ASV1879_ASV1879,o_c_p_Cyanobacteria_ASV1879_ASV1879_ASV1879,f_o_c_p_Cyanobacteria_ASV1879_ASV1879_ASV1879_ASV1879,g_f_o_c_p_Cyanobacteria_ASV1879_ASV1879_ASV1879_ASV1879_ASV1879
ASV1880,Bacteria,Cyanobacteria,p_Cyanobacteria_ASV1880,c_p_Cyanobacteria_ASV1880_ASV1880,o_c_p_Cyanobacteria_ASV1880_ASV1880_ASV1880,f_o_c_p_Cyanobacteria_ASV1880_ASV1880_ASV1880_ASV1880,g_f_o_c_p_Cyanobacteria_ASV1880_ASV1880_ASV1880_ASV1880_ASV1880
ASV1881,Bacteria,Cyanobacteria,p_Cyanobacteria_ASV1881,c_p_Cyanobacteria_ASV1881_ASV1881,o_c_p_Cyanobacteria_ASV1881_ASV1881_ASV1881,f_o_c_p_Cyanobacteria_ASV1881_ASV1881_ASV1881_ASV1881,g_f_o_c_p_Cyanobacteria_ASV1881_ASV1881_ASV1881_ASV1881_ASV1881
ASV1882,Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,f_Pseudanabaenaceae_ASV1882,g_f_Pseudanabaenaceae_ASV1882_ASV1882
ASV1883,Bacteria,Cyanobacteria,p_Cyanobacteria_ASV1883,c_p_Cyanobacteria_ASV1883_ASV1883,o_c_p_Cyanobacteria_ASV1883_ASV1883_ASV1883,f_o_c_p_Cyanobacteria_ASV1883_ASV1883_ASV1883_ASV1883,g_f_o_c_p_Cyanobacteria_ASV1883_ASV1883_ASV1883_ASV1883_ASV1883
ASV1884,Bacteria,Cyanobacteria,4C0d-2,SM2F09,o_SM2F09_ASV1884,f_o_SM2F09_ASV1884_ASV1884,g_f_o_SM2F09_ASV1884_ASV1884_ASV1884
ASV1885,Bacteria,Cyanobacteria,4C0d-2,SM2F09,o_SM2F09_ASV1885,f_o_SM2F09_ASV1885_ASV1885,g_f_o_SM2F09_ASV1885_ASV1885_ASV1885
ASV1886,Bacteria,Cyanobacteria,4C0d-2,SM1D11,o_SM1D11_ASV1886,f_o_SM1D11_ASV1886_ASV1886,g_f_o_SM1D11_ASV1886_ASV1886_ASV1886
ASV1887,Bacteria,Cyanobacteria,4C0d-2,SM1D11,o_SM1D11_ASV1887,f_o_SM1D11_ASV1887_ASV1887,g_f_o_SM1D11_ASV1887_ASV1887_ASV1887
ASV1888,Bacteria,Cyanobacteria,4C0d-2,SM1D11,o_SM1D11_ASV1888,f_o_SM1D11_ASV1888_ASV1888,g_f_o_SM1D11_ASV1888_ASV1888_ASV1888
ASV1889,Bacteria,Cyanobacteria,4C0d-2,SM1D11,o_SM1D11_ASV1889,f_o_SM1D11_ASV1889_ASV1889,g_f_o_SM1D11_ASV1889_ASV1889_ASV1889
ASV1890,Bacteria,Cyanobacteria,4C0d-2,SM1D11,o_SM1D11_ASV1890,f_o_SM1D11_ASV1890_ASV1890,g_f_o_SM1D11_ASV1890_ASV1890_ASV1890
ASV1891,Bacteria,Cyanobacteria,4C0d-2,SM1D11,o_SM1D11_ASV1891,f_o_SM1D11_ASV1891_ASV1891,g_f_o_SM1D11_ASV1891_ASV1891_ASV1891
ASV1892,Bacteria,Cyanobacteria,4C0d-2,SM1D11,o_SM1D11_ASV1892,f_o_SM1D11_ASV1892_ASV1892,g_f_o_SM1D11_ASV1892_ASV1892_ASV1892
ASV1893,Bacteria,Cyanobacteria,4C0d-2,SM1D11,o_SM1D11_ASV1893,f_o_SM1D11_ASV1893_ASV1893,g_f_o_SM1D11_ASV1893_ASV1893_ASV1893
ASV1894,Bacteria,Cyanobacteria,4C0d-2,SM1D11,o_SM1D11_ASV1894,f_o_SM1D11_ASV1894_ASV1894,g_f_o_SM1D11_ASV1894_ASV1894_ASV1894
ASV1895,Bacteria,Cyanobacteria,4C0d-2,SM1D11,o_SM1D11_ASV1895,f_o_SM1D11_ASV1895_ASV1895,g_f_o_SM1D11_ASV1895_ASV1895_ASV1895
ASV1896,Bacteria,Cyanobacteria,4C0d-2,SM1D11,o_SM1D11_ASV1896,f_o_SM1D11_ASV1896_ASV1896,g_f_o_SM1D11_ASV1896_ASV1896_ASV1896
ASV1897,Bacteria,Cyanobacteria,4C0d-2,SM1D11,o_SM1D11_ASV1897,f_o_SM1D11_ASV1897_ASV1897,g_f_o_SM1D11_ASV1897_ASV1897_ASV1897
ASV1898,Bacteria,Cyanobacteria,4C0d-2,SM1D11,o_SM1D11_ASV1898,f_o_SM1D11_ASV1898_ASV1898,g_f_o_SM1D11_ASV1898_ASV1898_ASV1898
ASV1899,Bacteria,Cyanobacteria,4C0d-2,SM1D11,o_SM1D11_ASV1899,f_o_SM1D11_ASV1899_ASV1899,g_f_o_SM1D11_ASV1899_ASV1899_ASV1899
ASV1900,Bacteria,Cyanobacteria,4C0d-2,SM1D11,o_SM1D11_ASV1900,f_o_SM1D11_ASV1900_ASV1900,g_f_o_SM1D11_ASV1900_ASV1900_ASV1900
ASV1901,Bacteria,Cyanobacteria,4C0d-2,SM1D11,o_SM1D11_ASV1901,f_o_SM1D11_ASV1901_ASV1901,g_f_o_SM1D11_ASV1901_ASV1901_ASV1901
ASV1902,Bacteria,Cyanobacteria,4C0d-2,SM1D11,o_SM1D11_ASV1902,f_o_SM1D11_ASV1902_ASV1902,g_f_o_SM1D11_ASV1902_ASV1902_ASV1902
ASV1903,Bacteria,Cyanobacteria,4C0d-2,SM1D11,o_SM1D11_ASV1903,f_o_SM1D11_ASV1903_ASV1903,g_f_o_SM1D11_ASV1903_ASV1903_ASV1903
ASV1904,Bacteria,Cyanobacteria,4C0d-2,SM1D11,o_SM1D11_ASV1904,f_o_SM1D11_ASV1904_ASV1904,g_f_o_SM1D11_ASV1904_ASV1904_ASV1904
ASV1905,Bacteria,Cyanobacteria,4C0d-2,SM1D11,o_SM1D11_ASV1905,f_o_SM1D11_ASV1905_ASV1905,g_f_o_SM1D11_ASV1905_ASV1905_ASV1905
ASV1906,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,f_Chthonomonadaceae_ASV1906,g_f_Chthonomonadaceae_ASV1906_ASV1906
ASV1907,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,g_Chthonomonas_ASV1907
ASV1908,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,o_Chthonomonadales_ASV1908,f_o_Chthonomonadales_ASV1908_ASV1908,g_f_o_Chthonomonadales_ASV1908_ASV1908_ASV1908
ASV1909,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,o_Chthonomonadales_ASV1909,f_o_Chthonomonadales_ASV1909_ASV1909,g_f_o_Chthonomonadales_ASV1909_ASV1909_ASV1909
ASV1910,Bacteria,Chloroflexi,P2-11E,c_P2-11E_ASV1910,o_c_P2-11E_ASV1910_ASV1910,f_o_c_P2-11E_ASV1910_ASV1910_ASV1910,g_f_o_c_P2-11E_ASV1910_ASV1910_ASV1910_ASV1910
ASV1911,Bacteria,Chloroflexi,Gitt-GS-136,c_Gitt-GS-136_ASV1911,o_c_Gitt-GS-136_ASV1911_ASV1911,f_o_c_Gitt-GS-136_ASV1911_ASV1911_ASV1911,g_f_o_c_Gitt-GS-136_ASV1911_ASV1911_ASV1911_ASV1911
ASV1912,Bacteria,Chloroflexi,Gitt-GS-136,c_Gitt-GS-136_ASV1912,o_c_Gitt-GS-136_ASV1912_ASV1912,f_o_c_Gitt-GS-136_ASV1912_ASV1912_ASV1912,g_f_o_c_Gitt-GS-136_ASV1912_ASV1912_ASV1912_ASV1912
ASV1913,Bacteria,Chloroflexi,Gitt-GS-136,c_Gitt-GS-136_ASV1913,o_c_Gitt-GS-136_ASV1913_ASV1913,f_o_c_Gitt-GS-136_ASV1913_ASV1913_ASV1913,g_f_o_c_Gitt-GS-136_ASV1913_ASV1913_ASV1913_ASV1913
ASV1914,Bacteria,Chloroflexi,Gitt-GS-136,c_Gitt-GS-136_ASV1914,o_c_Gitt-GS-136_ASV1914_ASV1914,f_o_c_Gitt-GS-136_ASV1914_ASV1914_ASV1914,g_f_o_c_Gitt-GS-136_ASV1914_ASV1914_ASV1914_ASV1914
ASV1915,Bacteria,Chloroflexi,Gitt-GS-136,c_Gitt-GS-136_ASV1915,o_c_Gitt-GS-136_ASV1915_ASV1915,f_o_c_Gitt-GS-136_ASV1915_ASV1915_ASV1915,g_f_o_c_Gitt-GS-136_ASV1915_ASV1915_ASV1915_ASV1915
ASV1916,Bacteria,Chloroflexi,Gitt-GS-136,c_Gitt-GS-136_ASV1916,o_c_Gitt-GS-136_ASV1916_ASV1916,f_o_c_Gitt-GS-136_ASV1916_ASV1916_ASV1916,g_f_o_c_Gitt-GS-136_ASV1916_ASV1916_ASV1916_ASV1916
ASV1917,Bacteria,Chloroflexi,Gitt-GS-136,c_Gitt-GS-136_ASV1917,o_c_Gitt-GS-136_ASV1917_ASV1917,f_o_c_Gitt-GS-136_ASV1917_ASV1917_ASV1917,g_f_o_c_Gitt-GS-136_ASV1917_ASV1917_ASV1917_ASV1917
ASV1918,Bacteria,Chloroflexi,Gitt-GS-136,c_Gitt-GS-136_ASV1918,o_c_Gitt-GS-136_ASV1918_ASV1918,f_o_c_Gitt-GS-136_ASV1918_ASV1918_ASV1918,g_f_o_c_Gitt-GS-136_ASV1918_ASV1918_ASV1918_ASV1918
ASV1919,Bacteria,Chloroflexi,Gitt-GS-136,c_Gitt-GS-136_ASV1919,o_c_Gitt-GS-136_ASV1919_ASV1919,f_o_c_Gitt-GS-136_ASV1919_ASV1919_ASV1919,g_f_o_c_Gitt-GS-136_ASV1919_ASV1919_ASV1919_ASV1919
ASV1920,Bacteria,Chloroflexi,Gitt-GS-136,c_Gitt-GS-136_ASV1920,o_c_Gitt-GS-136_ASV1920_ASV1920,f_o_c_Gitt-GS-136_ASV1920_ASV1920_ASV1920,g_f_o_c_Gitt-GS-136_ASV1920_ASV1920_ASV1920_ASV1920
ASV1921,Bacteria,Chloroflexi,Gitt-GS-136,c_Gitt-GS-136_ASV1921,o_c_Gitt-GS-136_ASV1921_ASV1921,f_o_c_Gitt-GS-136_ASV1921_ASV1921_ASV1921,g_f_o_c_Gitt-GS-136_ASV1921_ASV1921_ASV1921_ASV1921
ASV1922,Bacteria,Chloroflexi,Gitt-GS-136,c_Gitt-GS-136_ASV1922,o_c_Gitt-GS-136_ASV1922_ASV1922,f_o_c_Gitt-GS-136_ASV1922_ASV1922_ASV1922,g_f_o_c_Gitt-GS-136_ASV1922_ASV1922_ASV1922_ASV1922
ASV1923,Bacteria,Chloroflexi,Gitt-GS-136,c_Gitt-GS-136_ASV1923,o_c_Gitt-GS-136_ASV1923_ASV1923,f_o_c_Gitt-GS-136_ASV1923_ASV1923_ASV1923,g_f_o_c_Gitt-GS-136_ASV1923_ASV1923_ASV1923_ASV1923
ASV1924,Bacteria,Chloroflexi,Ellin6529,c_Ellin6529_ASV1924,o_c_Ellin6529_ASV1924_ASV1924,f_o_c_Ellin6529_ASV1924_ASV1924_ASV1924,g_f_o_c_Ellin6529_ASV1924_ASV1924_ASV1924_ASV1924
