FeatureID,Annotation_Confidence,Final_name,Final_formula,InChIKey,Final_Superclass,Final_Class,Final_Subclass,ClassyFire.level.5,NPC.pathway,NPC.superclass,NPC.class
13.747_227.12696_RP,L2,4-oxododecanedioic acid,C12H20O5,HHXMOTDTSDYYEI-UHFFFAOYSA-N,Organic acids and derivatives,Keto acids and derivatives,Medium-chain keto acids and derivatives,NA,NA,NA,NA
13.688_267.12028_RP,L2,4-oxododecanedioic acid,C12H20O5,HHXMOTDTSDYYEI-UHFFFAOYSA-N,Organic acids and derivatives,Keto acids and derivatives,Medium-chain keto acids and derivatives,NA,NA,NA,NA
13.781_267.1203_RP,L2,4-oxododecanedioic acid,C12H20O5,HHXMOTDTSDYYEI-UHFFFAOYSA-N,Organic acids and derivatives,Keto acids and derivatives,Medium-chain keto acids and derivatives,NA,NA,NA,NA
8.684_159.06523_RP,L3,"4,6-Dioxoheptanoic acid",C7H10O4,WYEPBHZLDUPIOD-UHFFFAOYSA-N,Organic acids and derivatives,Keto acids and derivatives,Medium-chain keto acids and derivatives,NA,Fatty acids,Fatty Acids and Conjugates,Oxo fatty acids
13.926_229.14345_RP,L2,"5-[(1E)-3-hydroxy-3-methylbut-1-en-1-yl]-2-methylcyclohex-5-ene-1,2,4-triol",C12H20O4,NA,NA,NA,NA,NA,NA,NA,NA
16.283_251.12544_RP,L2,"5-[(1E)-3-hydroxy-3-methylbut-1-en-1-yl]-2-methylcyclohex-5-ene-1,2,4-triol",C12H20O4,NA,NA,NA,NA,NA,NA,NA,NA
17.47_377.22991_RP,L2,"5-[5-hydroxy-3-(hydroxymethyl)pentyl]-8a-(hydroxymethyl)-5,6-dimethyl-3,4,4a,5,6,7,8,8a-octahydronaphthalene-1-carboxylic acid",C20H34O5,NA,NA,NA,NA,NA,NA,NA,NA
1.387_403.1936_RP,L3,"5-amino-2-[[5-amino-2-[(2,5-diamino-5-oxopentanoyl)amino]-5-oxopentanoyl]amino]-5-oxopentanoic acid",C15H26N6O7,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Tripeptides
8.045_146.11758_RP,L3,5-Methyl-L-norleucine,C7H15NO2,FMUMEWVNYMUECA-LURJTMIESA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Amino acids and Peptides,Small peptides,Aminoacids
4.178_267.05875_RP,L3,6-(3-hydroxybutan-2-yl)-5-(hydroxymethyl)-4-methoxy-2H-pyran-2-one,C11H16O5,BSXCHPRMOOSCRM-UHFFFAOYSA-N,Organoheterocyclic compounds,Pyrans,Pyranones and derivatives,NA,NA,NA,NA
4.159_267.05874_RP,L3,6-(3-hydroxybutan-2-yl)-5-(hydroxymethyl)-4-methoxy-2H-pyran-2-one,C11H16O5,BSXCHPRMOOSCRM-UHFFFAOYSA-N,Organoheterocyclic compounds,Pyrans,Pyranones and derivatives,NA,NA,NA,NA
1.317_132.10191_RP,L2,6-Aminocaproic acid,C6H13NO2,SLXKOJJOQWFEFD-UHFFFAOYSA-N,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA,NA,NA,NA
8.198_337.08938_RP,L3,"6-methyl-1-(2-methylphenyl)-3-propylfuro[3,2-d]pyrimidine-2,4(1H,3H)-dione",C17H18N2O3,NA,NA,NA,NA,NA,NA,NA,NA
4.143_231.08389_RP,L3,7-Oxobenz[de]anthracene,C17H10O,HUKPVYBUJRAUAG-UHFFFAOYSA-N,Benzenoids,Phenanthrenes and derivatives,NA,NA,NA,NA,NA
3.488_231.08355_RP,L3,7-Oxobenz[de]anthracene,C17H10O,HUKPVYBUJRAUAG-UHFFFAOYSA-N,Benzenoids,Phenanthrenes and derivatives,NA,NA,NA,NA,NA
19.123_293.20892_RP,L3,8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid,C18H28O3,NA,NA,NA,NA,NA,NA,NA,NA
18.543_293.2111_RP,L2,8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid,C18H28O3,NA,NA,NA,NA,NA,NA,NA,NA
11.051_271.11523_RP,L3,8-Amino-2''-nordeoxyguanosine,C9H14N6O4,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Alkaloids,Pseudoalkaloids,pteridine alkaloids
14.617_155.10669_RP,L3,8-Oxo-2-nonenal,C9H14O2,NA,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Ketones,Fatty acids,Fatty acyls,Fatty aldehydes
20.327_307.26299_RP,L2,"8Z,11Z,14Z-Eicosatrienoic acid",C20H34O2,HOBAELRKJCKHQD-QNEBEIHSSA-N,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA,NA,NA,NA
9.5_174.14887_RP,L3,9-Aminononanoic acid,C9H19NO2,VWPQCOZMXULHDM-UHFFFAOYSA-N,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Amino acids and derivatives,Fatty acids,Fatty Acids and Conjugates,Aminoacids
18.24_328.24825_RP,L2,9-Nitrooleate,C18H33NO4,CQOAKBVRRVHWKV-SAPNQHFASA-N,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA,NA,NA,NA
6.15_283.06729_RP,L3,9-Riburonosylhypoxanthine,C10H10N4O6,YALKLGGFZOUJBN-SOVPELCUSA-N,"Nucleosides, nucleotides, and analogues",Purine nucleosides,NA,NA,Carbohydrates,Nucleosides,Purine nucleos(t)ides
16.834_277.21618_RP,L3,"9,12-Octadecadiynoicacid",C18H28O2,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Fatty acids,Fatty Acids and Conjugates,Unsaturated fatty acids
17.999_277.21618_RP,L3,"9,12-Octadecadiynoicacid",C18H28O2,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Fatty acids,Fatty Acids and Conjugates,Unsaturated fatty acids
19.805_277.2162_RP,L3,"9,15-Octadecadiynoic acid",C18H28O2,KDSXNWFNVYTBGR-UHFFFAOYSA-N,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA,Fatty acids,Fatty Acids and Conjugates,Unsaturated fatty acids
19.094_293.21074_RP,L2,"9S,13R-12-Oxophytodienoic acid",C18H28O3,PMTMAFAPLCGXGK-TTXFDSJOSA-N,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA,NA,NA,NA
18.745_293.2111_RP,L2,"9S,13R-12-Oxophytodienoic acid",C18H28O3,PMTMAFAPLCGXGK-TTXFDSJOSA-N,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA,NA,NA,NA
16.968_293.21109_RP,L2,"9S,13R-12-Oxophytodienoic acid",C18H28O3,PMTMAFAPLCGXGK-TTXFDSJOSA-N,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA,NA,NA,NA
19.263_293.211_RP,L2,"9S,13R-12-Oxophytodienoic acid",C18H28O3,PMTMAFAPLCGXGK-TTXFDSJOSA-N,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA,NA,NA,NA
1.211_233.06312_RP,L3,Aceanthrenequinone,C16H8O2,YAIBDWAANBTYIA-UHFFFAOYSA-N,Benzenoids,Anthracenes,NA,NA,NA,NA,NA
3.769_121.06477_RP,L2,Acetophenone,C8H8O,KWOLFJPFCHCOCG-UHFFFAOYSA-N,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA
1.259_204.08653_RP,L3,Acetyl-O-acetyl-L-threonine,C8H13NO5,FHYSLJXFHVWFLV-FBCQKBJTSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Amino acids and Peptides,Small peptides,Aminoacids
1.26_146.11758_RP,L3,Acetylcholine,C7H16NO2,OIPILFWXSMYKGL-UHFFFAOYSA-N,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,NA,NA,NA,NA
1.065_155.04273_RP,L3,Acipimox,C6H6N2O3,DJQOOSBJCLSSEY-UHFFFAOYSA-N,Organoheterocyclic compounds,Diazines,Pyrazines,NA,NA,NA,NA
1.414_99.04406_RP,L3,Acrylacetaldehyde,C5H6O2,GRNDXOGZORGERT-UHFFFAOYSA-N,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,Fatty acids,Fatty acyls,Fatty aldehydes
14.83_345.22722_RP,L2,ADB-PINACA,C19H28N4O2,FWTARAXQGJRQKN-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
15.808_367.20925_RP,L2,ADB-PINACA,C19H28N4O2,FWTARAXQGJRQKN-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
15.009_367.20912_RP,L2,ADB-PINACA,C19H28N4O2,FWTARAXQGJRQKN-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
1.965_136.06178_RP,L1,Adenine,C5H5N5,GFFGJBXGBJISGV-UHFFFAOYSA-N,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,NA,NA,NA,NA
1.101_234.10848_RP,L3,Alanyl-glycyl-serine,C8H15N3O5,NBTGEURICRTMGL-WHFBIAKZSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Tripeptides
1.289_191.10266_RP,L3,alanyl-threonine,C7H14N2O4,BUQICHWNXBIBOG-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Amino acids and Peptides,Small peptides,Aminoacids
1.314_219.09758_RP,L3,Alanylglutamate,C8H14N2O5,VYZAGTDAHUIRQA-WHFBIAKZSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
7.207_203.13897_RP,L3,alanylleucine,C9H18N2O3,RDIKFPRVLJLMER-BQBZGAKWSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
3.203_189.12339_RP,L3,alanylvaline,C8H16N2O3,LIWMQSWFLXEGMA-WDSKDSINSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
1.192_177.06187_RP,L3,allantoate,C4H8N4O4,NUCLJNSWZCHRKL-UHFFFAOYSA-M,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Amino acids and Peptides,Small peptides,Aminoacids
10.411_346.21237_RP,L2,AMB,C19H27N3O3,NA,NA,NA,NA,NA,NA,NA,NA
2.658_210.0608_RP,L3,Aminoglucuronic acid,C6H11NO7,OZRCMOFRVFRZQV-QDQPNEQZSA-N,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Amino acids and derivatives,Amino acids and Peptides,Small peptides,Aminoacids
1.388_536.18225_RP,L3,Aminooxydextran,C18H33NO17,KBBQTGYLFHZRCV-JNTHQENNSA-N,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Oligosaccharides,Carbohydrates,Saccharides,Disaccharides
19.081_333.20373_RP,L2,Andrographolide,C20H30O5,BOJKULTULYSRAS-OTESTREVSA-N,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,NA,NA,NA,NA
18.244_333.20368_RP,L2,Andrographolide,C20H30O5,BOJKULTULYSRAS-OTESTREVSA-N,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,NA,NA,NA,NA
20.019_305.24724_RP,L2,Arachidonic acid,C20H32O2,YZXBAPSDXZZRGB-DOFZRALJSA-N,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA,NA,NA,NA
10.342_287.23291_RP,L2,Arachidonic acid,C20H32O2,YZXBAPSDXZZRGB-DOFZRALJSA-N,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA,NA,NA,NA
1.415_156.10194_RP,L2,Arecoline,C8H13NO2,HJJPJSXJAXAIPN-UHFFFAOYSA-N,Alkaloids and derivatives,NA,NA,NA,NA,NA,NA
1.153_291.13001_RP,L2,Argininosuccinic acid,C10H18N4O6,NA,NA,NA,NA,NA,NA,NA,NA
6.274_322.1874_RP,L3,Arginylphenylalanine,C15H23N5O3,PQBHGSGQZSOLIR-RYUDHWBXSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
2.424_177.0394_RP,L1,Ascorbic acid,C6H8O6,CIWBSHSKHKDKBQ-JLAZNSOCSA-N,Organoheterocyclic compounds,Dihydrofurans,Furanones,NA,NA,NA,NA
1.9_177.0394_RP,L1,Ascorbic acid,C6H8O6,CIWBSHSKHKDKBQ-JLAZNSOCSA-N,Organoheterocyclic compounds,Dihydrofurans,Furanones,NA,NA,NA,NA
9.707_295.12882_RP,L2,Aspartame,C14H18N2O5,IAOZJIPTCAWIRG-QWRGUYRKSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
7.572_247.12879_RP,L3,Aspartyl-Isoleucine,C10H18N2O5,BSWHERGFUNMWGS-HAFWLYHUSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
1.352_263.08737_RP,L3,Aspartylglutamate,C9H14N2O7,CKAJHWFHHFSCDT-WHFBIAKZSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
1.182_118.08623_RP,L1,Betaine,C5H11NO2,KWIUHFFTVRNATP-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
18.002_415.21149_RP,L2,Bis(4-ethylbenzylidene)sorbitol,C24H30O6,NA,NA,NA,NA,NA,NA,NA,NA
17.811_415.21143_RP,L2,Bis(4-ethylbenzylidene)sorbitol,C24H30O6,NA,NA,NA,NA,NA,NA,NA,NA
1.104_86.06009_RP,L3,butyrylamino,C4H7NO,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,Carboxylic acid amides,Alkaloids,Fatty amides,Primary amides
19.651_317.20869_RP,L3,Cafestol,C20H28O3,DNJVYWXIDISQRD-HWUKTEKMSA-N,Organoheterocyclic compounds,Naphthofurans,NA,NA,NA,NA,NA
19.432_317.20877_RP,L3,Cafestol,C20H28O3,DNJVYWXIDISQRD-HWUKTEKMSA-N,Organoheterocyclic compounds,Naphthofurans,NA,NA,NA,NA,NA
19.801_295.2267_RP,L2,Cafestol,C20H28O3,DNJVYWXIDISQRD-HWUKTEKMSA-N,Organoheterocyclic compounds,Naphthofurans,NA,NA,NA,NA,NA
19.143_317.21061_RP,L2,Cafestol,C20H28O3,DNJVYWXIDISQRD-HWUKTEKMSA-N,Organoheterocyclic compounds,Naphthofurans,NA,NA,NA,NA,NA
19.248_317.20875_RP,L3,Cafestol,C20H28O3,DNJVYWXIDISQRD-HWUKTEKMSA-N,Organoheterocyclic compounds,Naphthofurans,NA,NA,NA,NA,NA
8.164_197.0784_RP,L3,Cantharidin,C10H12O4,DHZBEENLJMYSHQ-XCVPVQRUSA-N,Organoheterocyclic compounds,Furofurans,NA,NA,NA,NA,NA
12.1_197.07843_RP,L2,Cantharidin,C10H12O4,DHZBEENLJMYSHQ-XCVPVQRUSA-N,Organoheterocyclic compounds,Furofurans,NA,NA,NA,NA,NA
3_97.02842_RP,L3,Carbonyl crotonaldehyde,C5H4O2,UXHVAALHASDUFU-OWOJBTEDSA-N,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Ketones,Polyketides,Phenolic acids (C6-C1),Benzoquinones
15.474_151.11176_RP,L2,Carvone,C10H14O,ULDHMXUKGWMISQ-UHFFFAOYSA-N,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,NA
1.243_218.11348_RP,L3,Cholesterylerucate,C8H15N3O4,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
1.057_104.10697_RP,L1,Choline,C5H13NO,OEYIOHPDSNJKLS-UHFFFAOYSA-N,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,NA,NA,NA,NA
1.166_184.06384_RP,L3,choline sulfate,C5H13NO4S,WXCQAWGXWVRCGP-UHFFFAOYSA-N,Organic acids and derivatives,Organic sulfuric acids and derivatives,Sulfuric acid esters,Cholines,Fatty acids,Ornithine alkaloids,Polyamines
16.953_319.18682_RP,L2,Coenzyme Q2,C19H26O4,SQQWBSBBCSFQGC-JLHYYAGUSA-N,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,NA,NA,NA,NA
1.977_244.09276_RP,L1,Cytidine,C9H13N3O5,UHDGCWIWMRVCDJ-XVFCMESISA-N,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,NA,NA,NA,NA,NA
1.971_487.17984_RP,L3,Cytidine,C9H13N3O5,UHDGCWIWMRVCDJ-XVFCMESISA-N,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,NA,NA,NA,NA,NA
1.178_112.05052_RP,L1,Cytosine,C4H5N3O,OPTASPLRGRRNAP-UHFFFAOYSA-N,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,NA,NA,NA,NA
1.979_112.05051_RP,L2,Cytosine,C4H5N3O,OPTASPLRGRRNAP-UHFFFAOYSA-N,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,NA,NA,NA,NA
2.488_112.05053_RP,L2,Cytosine,C4H5N3O,OPTASPLRGRRNAP-UHFFFAOYSA-N,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,NA,NA,NA,NA
1.165_198.09727_RP,L1,D-(-)-Fructose,C6H12O6,BJHIKXHVCXFQLS-UYFOZJQFSA-N,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,NA
1.287_360.15005_RP,L1,D-(+)-Cellobiose,C12H22O11,GUBGYTABKSRVRQ-QRZGKKJRSA-N,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,NA
1.299_522.20294_RP,L1,D-(+)-Raffinose,C18H32O16,MUPFEKGTMRGPLJ-ZQSKZDJDSA-N,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,NA
1.407_360.15002_RP,L1,D-(+)-Turanose,C12H22O11,SEWFWJUQVJHATO-PUVWEJBASA-N,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,NA
1.408_360.15004_RP,L1,D-(+)-Turanose,C12H22O11,SEWFWJUQVJHATO-PUVWEJBASA-N,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,NA
1.479_360.15004_RP,L1,D-(+)-Turanose,C12H22O11,SEWFWJUQVJHATO-PUVWEJBASA-N,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,NA
1.243_173.04207_RP,L1,D-(+)-Xylose,C5H10O5,NA,NA,NA,NA,NA,NA,NA,NA
1.339_173.04206_RP,L1,D-(+)-Xylose,C5H10O5,NA,NA,NA,NA,NA,NA,NA,NA
1.009_175.11899_RP,L1,D-Arginine,C6H14N4O2,ODKSFYDXXFIFQN-SCSAIBSYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
1.065_133.06076_RP,L1,D-Asparagine,C4H8N2O3,DCXYFEDJOCDNAF-UWTATZPHSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
1.068_133.06076_RP,L1,D-Asparagine,C4H8N2O3,DCXYFEDJOCDNAF-UWTATZPHSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
1.085_134.04478_RP,L1,D-Aspartic acid,C4H7NO4,CKLJMWTZIZZHCS-UWTATZPHSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
1.139_148.06046_RP,L1,D-Glutamic acid,C5H9NO4,WHUUTDBJXJRKMK-GSVOUGTGSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
1_156.07677_RP,L1,D-Histidine,C6H9N3O2,HNDVDQJCIGZPNO-RXMQYKEDSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
3.897_132.10189_RP,L1,D-Leucine,C6H13NO2,ROHFNLRQFUQHCH-RXMQYKEDSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
4.13_132.10189_RP,L1,D-Leucine,C6H13NO2,ROHFNLRQFUQHCH-RXMQYKEDSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
0.951_147.11283_RP,L1,D-Lysine,C6H14N2O2,KDXKERNSBIXSRK-RXMQYKEDSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
7.898_220.11794_RP,L1,D-Pantothenate,C9H17NO5,GHOKWGTUZJEAQD-SSDOTTSWSA-M,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
6.849_166.08629_RP,L1,D-Phenylalanine,C9H11NO2,COLNVLDHVKWLRT-MRVPVSSYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
6.848_166.08628_RP,L1,D-Phenylalanine,C9H11NO2,COLNVLDHVKWLRT-MRVPVSSYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
2.406_527.15825_RP,L2,D-Raffinose,C18H32O16,MUPFEKGTMRGPLJ-ZQSKZDJDSA-N,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,NA
1.856_527.15829_RP,L2,D-Raffinose,C18H32O16,MUPFEKGTMRGPLJ-ZQSKZDJDSA-N,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,NA
2.441_522.203_RP,L2,D-Raffinose,C18H32O16,MUPFEKGTMRGPLJ-ZQSKZDJDSA-N,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,NA
1.313_527.15836_RP,L2,D-Raffinose,C18H32O16,MUPFEKGTMRGPLJ-ZQSKZDJDSA-N,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,NA
1.233_168.08668_RP,L1,D-Ribose,C5H10O5,SRBFZHDQGSBBOR-SOOFDHNKSA-N,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,NA
1.059_106.04983_RP,L1,D-Serine,C3H7NO3,MTCFGRXMJLQNBG-UWTATZPHSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
1.118_120.0655_RP,L1,D-Threonine,C4H9NO3,AYFVYJQAPQTCCC-STHAYSLISA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
3.696_165.05464_RP,L1,D-Tyrosine,C9H11NO3,OUYCCCASQSFEME-MRVPVSSYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
7.773_279.13392_RP,L3,D-Tyrosyl-D-proline,C14H18N2O4,VNYDHJARLHNEGA-VXGBXAGGSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
1.767_118.08622_RP,L1,D-Valine,C5H11NO2,KZSNJWFQEVHDMF-SCSAIBSYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
3.585_160.10805_RP,L3,delta-guanidinovalerate,C6H13N3O2,UKUBCVAQGIZRHL-UHFFFAOYSA-N,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Amino acids and derivatives,Amino acids and Peptides,Small peptides,Aminoacids
6.851_188.0682_RP,L3,Desethylatrazine,C6H10ClN5,DFWFIQKMSFGDCQ-UHFFFAOYSA-N,Organoheterocyclic compounds,Triazines,Aminotriazines,NA,NA,NA,NA
9.533_309.18087_RP,L2,Diacetalol,C16H24N2O4,NA,NA,NA,NA,NA,NA,NA,NA
1.406_74.09649_RP,L3,Diethamine,C4H11N,HPNMFZURTQLUMO-UHFFFAOYSA-N,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,Alkaloids,Fatty acyls,Hydrocarbons
12.105_203.12773_RP,L3,Dimethyl octanedioate,C10H18O4,LNLCRJXCNQABMV-UHFFFAOYSA-N,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Fatty acids,Fatty esters,Wax monoesters
1.229_162.1125_RP,L2,DL-Carnitine,C7H15NO3,PHIQHXFUZVPYII-UHFFFAOYSA-N,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,NA,NA,NA,NA
1.923_162.11249_RP,L2,DL-Carnitine,C7H15NO3,PHIQHXFUZVPYII-UHFFFAOYSA-N,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,NA,NA,NA,NA
6.398_209.09204_RP,L1,DL-Kynurenine,C10H12N2O3,YGPSJZOEDVAXAB-UHFFFAOYSA-N,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA
1.402_144.10193_RP,L2,DL-Stachydrine,C7H13NO2,CMUNUTVVOOHQPW-UHFFFAOYSA-O,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
8.401_227.07908_RP,L2,DL-Tryptophan,C11H12N2O2,QIVBCDIJIAJPQS-UHFFFAOYSA-N,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives,NA,NA,NA,NA
19.74_303.23185_RP,L2,Eicosapentaenoic acid,C20H30O2,JAZBEHYOTPTENJ-JLNKQSITSA-N,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA,NA,NA,NA
1.629_250.12846_RP,L3,Epinastine,C16H15N3,WHWZLSFABNNENI-UHFFFAOYSA-N,Organoheterocyclic compounds,Benzazepines,Dibenzazepines,NA,NA,NA,NA
10.055_296.16046_RP,L2,"ethyl 1-(1,3-dimethyl-2,6-dioxo-1,2,3,6-tetrahydropyrimidin-4-yl)piperidine-4-carboxylate",C14H21N3O4,NA,NA,NA,NA,NA,NA,NA,NA
