FeatureID,Annotation_Confidence,Final_name,Final_formula,InChIKey,Final_Superclass,Final_Class,Final_Subclass,ClassyFire.level.5,NPC.pathway,NPC.superclass,NPC.class
6.442_266.08838_RP,L3,"[4-(6-aminopurin-9-yl)-3,6,7-trioxabicyclo[3.2.0]heptan-2-yl]methanol",C10H11N5O4,NA,"Nucleosides, nucleotides, and analogues",Purine nucleosides,NA,NA,Carbohydrates,Nucleosides,Purine nucleos(t)ides
15.452_161.09612_RP,L3,"[Similar to: (1S,4aS,7aR)-7-methyl-1-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4a-{[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}-1H,4aH,5H,7aH-cyclopenta[c]pyran-5-one; ΔMass: -330.0798 Da]",C11H12O,NA,NA,NA,NA,NA,NA,NA,NA
7.056_186.07611_RP,L3,"[Similar to: (2E)-N-[(2S,3R,4R,5R,6S)-2-{[(2S,3R,4R,5S,6R)-3-Acetamido-4,5-dihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl]oxy}-6-{(2R)-2-[(2R,3S,4R,5R)-5-(2,4-dioxo-3,4-dihydro-1(2H)-pyrimidinyl)-3,4-dihydrox ytetrahydro-2-furanyl]-2-hydroxyethyl}-4,5-dihydroxytetrahydro-2H-pyran-3-yl]-14-methyl-2-pentadecenamide; ΔMass: -659.3629 Da]",C8H11NO4,NA,NA,NA,NA,NA,NA,NA,NA
1.224_374.12932_RP,L3,"[Similar to: (3β,5ξ,9ξ,16α,18ξ)-16-Hydroxy-13,28-epoxyoleanan-3-yl 6-deoxy-α-L-mannopyranosyl-(1->2)-β-D-galactopyranosyl-(1->3)-[β-D-glucopyranosyl-(1->2)]-β-D-glucopyranosiduronic acid; ΔMass: -731.4496 Da]",C12H23NO12,NA,NA,NA,NA,NA,NA,NA,NA
19.43_277.21619_RP,L3,[Similar to: 13(S)-HOTrE; ΔMass: -18.0106 Da],C18H28O2,NA,NA,NA,NA,NA,NA,NA,NA
1.41_325.11294_RP,L3,[Similar to: 2-Hydroxy-2-methyl-3-buten-1-yl beta-D-glucopyranoside; ΔMass: 59.9848 Da],C12H20O10,NA,NA,NA,NA,NA,NA,NA,NA
2.438_325.11293_RP,L3,[Similar to: 3-hydroxy-N-(1-hydroxy-4-methylpentan-2-yl)-5-oxo-6-phenylhexanamide; ΔMass: 2.9117 Da],C12H20O10,NA,NA,NA,NA,NA,NA,NA,NA
4.011_169.05838_RP,L3,[Similar to: Aprobarbital; ΔMass: -42.0493 Da],C3H4N8O,NA,NA,NA,NA,NA,NA,NA,NA
1.622_487.16571_RP,L3,[Similar to: Maltotriose; ΔMass: -18.0106 Da],C18H30O15,NA,NA,NA,NA,NA,NA,NA,NA
7.057_276.10778_RP,L3,[Similar to: NP-014795; ΔMass: -583.3469 Da],C11H17NO7,NA,NA,NA,NA,NA,NA,NA,NA
11.239_432.28033_RP,L3,[Similar to: PEG n10; ΔMass: -26.9997 Da],C19H37N5O6,NA,NA,NA,NA,NA,NA,NA,NA
10.245_327.20138_RP,L3,[Similar to: PEG n7; ΔMass: 0.0000 Da],C15H26N4O4,NA,NA,NA,NA,NA,NA,NA,NA
5.74_325.11294_RP,L3,[Similar to: Stevioside; ΔMass: -480.2723 Da],C13H16N4O6,NA,NA,NA,NA,NA,NA,NA,NA
15.302_239.12778_RP,L2,"1-(3-ethyl-2,4-dihydroxy-6-methoxyphenyl)butan-1-one",C13H18O4,GRQAKVFPDMDUIF-UHFFFAOYSA-N,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA
17.923_453.18816_RP,L2,"1-(acetyloxy)-3-hydroxy-6,8a-dimethyl-7-oxo-3-(propan-2-yl)-1,2,3,3a,4,7,8,8a-octahydroazulen-4-yl 4-hydroxybenzoate",C24H30O7,NA,NA,NA,NA,NA,NA,NA,NA
18.343_453.18846_RP,L2,"1-(acetyloxy)-3-hydroxy-6,8a-dimethyl-7-oxo-3-(propan-2-yl)-1,2,3,3a,4,7,8,8a-octahydroazulen-4-yl 4-hydroxybenzoate",C24H30O7,NA,NA,NA,NA,NA,NA,NA,NA
18.586_453.1885_RP,L2,"1-(acetyloxy)-3-hydroxy-6,8a-dimethyl-7-oxo-3-(propan-2-yl)-1,2,3,3a,4,7,8,8a-octahydroazulen-4-yl 4-hydroxybenzoate",C24H30O7,NA,NA,NA,NA,NA,NA,NA,NA
18.341_431.20646_RP,L2,"1-(acetyloxy)-3-hydroxy-6,8a-dimethyl-7-oxo-3-(propan-2-yl)-1,2,3,3a,4,7,8,8a-octahydroazulen-4-yl 4-hydroxybenzoate",C24H30O7,NA,NA,NA,NA,NA,NA,NA,NA
18.582_453.18845_RP,L2,"1-(acetyloxy)-3-hydroxy-6,8a-dimethyl-7-oxo-3-(propan-2-yl)-1,2,3,3a,4,7,8,8a-octahydroazulen-4-yl 4-hydroxybenzoate",C24H30O7,NA,NA,NA,NA,NA,NA,NA,NA
9.135_245.09207_RP,L3,"1-[(3,5-dimethylisoxazol-4-yl)sulfonyl]piperidine",C10H16N2O3S,NJOBYSGFFTWWDK-UHFFFAOYSA-N,Organoheterocyclic compounds,Piperidines,NA,NA,NA,NA,NA
9.963_328.22312_RP,L3,1-[2-[(2-amino-3-methylbutanoyl)amino]-4-methylpentanoyl]pyrrolidine-2-carboxylic acid,C16H29N3O4,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
11.986_271.11524_RP,L3,"1-{[4-Hydroxy-6-(methoxymethyl)pyrimidin-2-yl]thio}-3,3-dimethylbutan-2-one",C12H18N2O3S,NA,NA,NA,NA,NA,NA,NA,NA
16.926_331.18806_RP,L3,1-{4-[(3S)-3-(5-Fluoro-1H-benzimidazol-2-yl)-1-pyrrolidinyl]-1-piperidinyl}ethanone,C18H23FN4O,NA,NA,NA,NA,NA,NA,NA,NA
13.416_315.14385_RP,L2,"1-Allyl-3-[(2S,11aS)-5,11-dioxo-2,3,5,10,11,11a-hexahydro-1H-pyrrolo[2,1-c][1,4]benzodiazepin-2-yl]urea",C16H18N4O3,NA,NA,NA,NA,NA,NA,NA,NA
1.133_102.05495_RP,L1,1-Aminocyclopropanecarboxylic acid,C4H7NO2,PAJPWUMXBYXFCZ-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
13.755_109.10117_RP,L3,1-Ethyl-3-prop-1-en-2-ylcyclopropene,C8H12,CEUQCTGVAUGHHJ-UHFFFAOYSA-N,Hydrocarbons,Unsaturated hydrocarbons,Branched unsaturated hydrocarbons,NA,Terpenoids,Monoterpenoids,Thujane monoterpenoids
1.311_204.12304_RP,L3,"1-Methyl-4-(1-pyrrolidinyl)-1H-pyrazolo[3,4-d]pyrimidine",C10H13N5,NA,NA,NA,NA,NA,NA,NA,NA
2.548_123.0474_RP,L3,"1-Propanol, 3-(methylsulfinyl)-",C4H10O2S,NA,Organosulfur compounds,Sulfoxides,NA,NA,Fatty acids,Fatty acyls,Fatty alcohols
20.043_311.25804_RP,L2,"1,4-dihydroxyheptadec-16-en-2-yl acetate",C19H36O4,LUIGTZGBXWZJAX-UHFFFAOYSA-N,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,NA,NA,NA,NA
5.784_276.10778_RP,L3,"1,6-anhydro-N-acetylmuramic acid",C11H17NO7,ZFEGYUMHFZOYIY-YVNCZSHWSA-N,Organoheterocyclic compounds,Oxepanes,NA,Aminosaccharides,Carbohydrates,Aminosugars and aminoglycosides,Aminosugars
19.588_363.25081_RP,L2,11-Deoxy prostaglandin F1α,C20H36O4,NA,NA,NA,NA,NA,NA,NA,NA
19.61_283.22675_RP,L3,12-hydroxyheptadec-16-ynoic acid,C17H30O3,HBFCVDJQUPEEIC-UHFFFAOYSA-N,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Fatty acids,Octadecanoids,Other Octadecanoids
18.23_281.21104_RP,L3,"12-Oxo-8,10-heptadecadienoicacid",C17H28O3,NA,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA,Fatty acids,Octadecanoids,Other Octadecanoids
19.174_281.21081_RP,L3,"12-Oxo-8,10-heptadecadienoicacid",C17H28O3,NA,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA,Fatty acids,Fatty Acids and Conjugates,Oxo fatty acids
17.513_293.21109_RP,L2,12-oxo Phytodienoic Acid,C18H28O3,PMTMAFAPLCGXGK-JMTMCXQRSA-N,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA,NA,NA,NA
15.355_275.20053_RP,L2,12-Oxo phytodienoic acid,C18H28O3,PMTMAFAPLCGXGK-JMTMCXQRSA-N,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA,NA,NA,NA
15.507_275.20053_RP,L2,12-Oxo phytodienoic acid,C18H28O3,PMTMAFAPLCGXGK-JMTMCXQRSA-N,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA,NA,NA,NA
18.716_275.20055_RP,L2,12-Oxo phytodienoic acid,C18H28O3,PMTMAFAPLCGXGK-JMTMCXQRSA-N,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA,NA,NA,NA
18.241_293.21111_RP,L2,12-Oxo phytodienoic acid,C18H28O3,PMTMAFAPLCGXGK-JMTMCXQRSA-N,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA,NA,NA,NA
18.228_275.20055_RP,L2,12-Oxo phytodienoic acid,C18H28O3,PMTMAFAPLCGXGK-JMTMCXQRSA-N,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA,NA,NA,NA
15.891_275.20054_RP,L2,12-Oxo phytodienoic acid,C18H28O3,PMTMAFAPLCGXGK-JMTMCXQRSA-N,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA,NA,NA,NA
18.542_275.20056_RP,L2,12-Oxo phytodienoic acid,C18H28O3,PMTMAFAPLCGXGK-JMTMCXQRSA-N,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA,NA,NA,NA
16.291_275.20053_RP,L2,12-Oxo phytodienoic acid,C18H28O3,PMTMAFAPLCGXGK-JMTMCXQRSA-N,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA,NA,NA,NA
19.266_275.20054_RP,L2,12-Oxo phytodienoic acid,C18H28O3,PMTMAFAPLCGXGK-JMTMCXQRSA-N,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA,NA,NA,NA
14.852_275.20053_RP,L2,12-Oxo phytodienoic acid,C18H28O3,PMTMAFAPLCGXGK-JMTMCXQRSA-N,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA,NA,NA,NA
17.074_307.19022_RP,L3,12-prop-2-ynoyloxydodecyl Prop-2-ynoate,C18H26O4,HVONIKOFJQMDFM-UHFFFAOYSA-N,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohol esters,NA,Fatty acids,Meroterpenoids,Prostaglandins
17.207_295.22668_RP,L2,13(S)-HOTrE,C18H30O3,KLLGGGQNRTVBSU-FQSPHKRJSA-N,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA,NA,NA,NA
16.829_295.22675_RP,L2,13(S)-HOTrE,C18H30O3,KLLGGGQNRTVBSU-FQSPHKRJSA-N,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA,NA,NA,NA
16.118_295.22676_RP,L2,13(S)-HOTrE,C18H30O3,KLLGGGQNRTVBSU-FQSPHKRJSA-N,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA,NA,NA,NA
18.98_317.21103_RP,L2,"15-Deoxy-Δ12,14-prostaglandin D2",C20H30O4,NA,NA,NA,NA,NA,NA,NA,NA
18.195_316.24817_RP,L3,17-(hydroxyamino)-17-oxoheptadecanoic acid,C17H33NO4,HARAGEJHQNFJQH-UHFFFAOYSA-N,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,Fatty acids,Fatty Acids and Conjugates,Nitro fatty acids
6.175_252.10909_RP,L1,2'-Deoxyadenosine,C10H13N5O3,OLXZPDWKRNYJJZ-RRKCRQDMSA-N,"Nucleosides, nucleotides, and analogues",Purine nucleosides,Purine 2'-deoxyribonucleosides,NA,NA,NA,NA
2.493_228.09787_RP,L1,2'-Deoxycytidine,C9H13N3O4,CKTSBUTUHBMZGZ-SHYZEUOFSA-N,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,Pyrimidine 2'-deoxyribonucleosides,NA,NA,NA,NA
13.946_269.13596_RP,L3,"2-(1-Ethyl-3-methyl-1H-pyrazol-5-yl)-5-(4-methylphenyl)-1,3,4-oxadiazole",C15H16N4O,NA,NA,NA,NA,NA,NA,NA,NA
16.777_275.12541_RP,L3,2-(1H-benzo[d]imidazol-2-yl)-3-(4-toluidino)acrylonitrile,C17H14N4,QBAFHMWHAPQOFG-ACCUITESSA-N,Organoheterocyclic compounds,Benzimidazoles,NA,NA,NA,NA,NA
1.4_275.12374_RP,L3,2-(1H-benzo[d]imidazol-2-yl)-3-(4-toluidino)acrylonitrile,C17H14N4,QBAFHMWHAPQOFG-ACCUITESSA-N,Organoheterocyclic compounds,Benzimidazoles,NA,NA,NA,NA,NA
1.141_275.12378_RP,L3,2-(1H-benzo[d]imidazol-2-yl)-3-(4-toluidino)acrylonitrile,C17H14N4,QBAFHMWHAPQOFG-ACCUITESSA-N,Organoheterocyclic compounds,Benzimidazoles,NA,NA,NA,NA,NA
9.602_265.15468_RP,L2,2-(2-amino-3-methylbutanamido)-3-phenylpropanoic acid,C14H20N2O3,GJNDXQBALKCYSZ-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
1.415_231.17028_RP,L3,2-(2-aminohexanamido)pentanoic acid,C11H22N2O3,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Amino acids and Peptides,Small peptides,Dipeptides
1.661_231.17031_RP,L3,2-(2-aminopentanoylamino)-4-methylpentanoic acid,C11H22N2O3,OEOQPSFHJDWVNT-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Amino acids and Peptides,Small peptides,Dipeptides
3.554_246.09707_RP,L3,"2-(4-methyl-2,3,5,6,7,7a-hexahydro-1H-inden-5-yliden)hydrazine-1-carboxamide",C11H17N3O,NA,NA,NA,NA,NA,NA,NA,NA
1.85_321.11566_RP,L2,"2-(benzylamino)-6-methyl-5-(2-methyl-1,3-thiazol-4-yl)nicotinonitrile",C18H16N4S,NA,NA,NA,NA,NA,NA,NA,NA
2.917_321.11563_RP,L2,"2-(benzylamino)-6-methyl-5-(2-methyl-1,3-thiazol-4-yl)nicotinonitrile",C18H16N4S,NA,NA,NA,NA,NA,NA,NA,NA
2.171_321.11566_RP,L2,"2-(benzylamino)-6-methyl-5-(2-methyl-1,3-thiazol-4-yl)nicotinonitrile",C18H16N4S,NA,NA,NA,NA,NA,NA,NA,NA
1.02_120.10189_RP,L3,"2-(methylaminomethyl)propane-1,3-diol",C5H13NO2,XQQRDUJIAAHJTQ-UHFFFAOYSA-N,Organic nitrogen compounds,Organonitrogen compounds,Amines,Tetraalkylammonium salts,Fatty acids,Fatty Acids and Conjugates,Fatty alcohols
1.661_349.11052_RP,L3,"2-[(2S,3R,4S,5R)-5-(Aminomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-methoxybenzyl)acetamide",C15H22N2O5,NA,NA,NA,NA,NA,NA,NA,NA
2.182_349.11062_RP,L3,"2-[(2S,3R,4S,5R)-5-(Aminomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-methoxybenzyl)acetamide",C15H22N2O5,NA,NA,NA,NA,NA,NA,NA,NA
8.187_344.18163_RP,L3,2-[[1-(2-amino-3-methylpentanoyl)pyrrolidine-2-carbonyl]amino]butanedioic acid,C15H25N3O6,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
8.003_286.17614_RP,L3,2-[[1-(2-amino-4-methylpentanoyl)pyrrolidine-2-carbonyl]amino]acetic acid,C13H23N3O4,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
8.172_300.19175_RP,L3,2-[[1-(2-aminopropanoyl)pyrrolidine-2-carbonyl]amino]-4-methylpentanoic acid,C14H25N3O4,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
11.249_360.21296_RP,L3,2-[[2-[(2-amino-4-carboxybutanoyl)amino]-3-methylbutanoyl]amino]-4-methylpentanoic acid,C16H29N3O6,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Tripeptides
14.32_223.09406_RP,L2,"2-[4-(tert-butyl)-2,3-dihydro-1,3-thiazol-2-yliden]-3-oxobutanenitrile",C11H14N2OS,NA,NA,NA,NA,NA,NA,NA,NA
10.834_360.22802_RP,L3,2-acetamido-N-(3-ethyl-2-hydroxypentyl)-3-(1H-indol-3-yl)propanamide,C20H29N3O3,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Amino acids and Peptides,Small peptides,Dipeptides
1.343_180.06893_RP,L3,2-amino-4-ethylsulfinylbutanoic acid,C6H13NO3S,ZEZVOWDXHLTCLO-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Amino acids and Peptides,Small peptides,Aminoacids
1.313_162.07613_RP,L2,2-Aminoadipic acid,C6H11NO4,OYIFNHCXNCRBQI-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
1.243_104.07059_RP,L1,2-Aminoisobutyric acid,C4H9NO2,FUOOLUPWFVMBKG-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
1.184_212.07644_RP,L3,"2-aminooxy-3,4,5,6-tetrahydroxyhexanoic acid",C6H13NO7,OQORJIIXCVEMLO-UHFFFAOYSA-N,Organic acids and derivatives,Hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,Amino acids and derivatives,Amino acids and Peptides,Small peptides,Aminoacids
1.411_272.1717_RP,L3,"2-Benzyl-5-[(3S)-1-isopropyl-3-pyrrolidinyl]-1,3,4-oxadiazole",C16H21N3O,IBVGSFOCMFNIEX-AWEZNQCLSA-N,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA
1.333_222.09719_RP,L2,2-Fluoro-6-(4-methoxyphenoxy)benzonitrile,C14H10FNO2,ZQMZRWJCULMXQS-UHFFFAOYSA-N,Benzenoids,Benzene and substituted derivatives,Diphenylethers,NA,NA,NA,NA
10.865_182.0812_RP,L2,2-Hydroxyphenylalanine,C9H11NO3,WRFPVMFCRNYQNR-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
1.878_79.02128_RP,L2,2-Mercaptoethanol,C2H6OS,DGVVWUTYPXICAM-UHFFFAOYSA-N,Organosulfur compounds,Thiols,Alkylthiols,NA,NA,NA,NA
1.244_266.12343_RP,L3,2-N-(Carboxypropylamino)-2-deoxyglucopyranose,C10H19NO7,GCJQXFZHHRGWHB-QXOHVQIXSA-N,Lipids and lipid-like molecules,Saccharolipids,NA,Amino acids and derivatives,Amino acids and Peptides,Small peptides,Aminoacids
1.595_174.08735_RP,L3,2-oxoarginine,C6H11N3O3,ARBHXJXXVVHMET-UHFFFAOYSA-N,Organic acids and derivatives,Keto acids and derivatives,Short-chain keto acids and derivatives,Amino acids and derivatives,Amino acids and Peptides,Small peptides,Aminoacids
2.166_134.11755_RP,L3,"2,2'-Iminodipropanol",C6H15NO2,WCYGORCMAJDYJN-UHFFFAOYSA-N,Organic nitrogen compounds,Organonitrogen compounds,Amines,Alkanolamines,Alkaloids,Fatty acyls,Fatty alcohols
2.896_158.15398_RP,L2,"2,2,6,6-Tetramethyl-4-piperidinol",C9H19NO,VDVUCLWJZJHFAV-UHFFFAOYSA-N,Organoheterocyclic compounds,Piperidines,NA,NA,NA,NA,NA
16.256_349.19869_RP,L2,"2,3-Dinor-11β-prostaglandin F2α",C18H30O5,NA,NA,NA,NA,NA,NA,NA,NA
15.792_344.24316_RP,L2,"2,3-Dinor-8-epi-prostaglandin F2α",C18H30O5,NA,NA,NA,NA,NA,NA,NA,NA
1.197_97.02842_RP,L3,"2,4-Pentadienal, 5-oxo-",C5H4O2,NA,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Ketones,Polyketides,Phenolic acids (C6-C1),Benzoquinones
1.371_291.06863_RP,L3,"3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine",C15H9F3N2O,CRHPRQAXCYIJBH-UHFFFAOYSA-N,Organoheterocyclic compounds,Azoles,Oxazoles,NA,NA,NA,NA
3.094_257.06317_RP,L3,3-[(5-nitropyridin-2-yl)oxy]-1H-indazole,C12H8N4O3,NA,NA,NA,NA,NA,NA,NA,NA
12.445_125.09608_RP,L3,"3-Cyclohexen-1-one, 4-ethyl-",C8H12O,NA,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Aldehydes,Fatty acids,Fatty acyls,Fatty aldehydes
13.749_190.14378_RP,L3,3-hexylserine,C9H19NO3,ICWOFXKZEXYLQJ-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Amino acids and Peptides,Small peptides,Aminoacids
16.45_243.15906_RP,L2,3-hydroxy-2-octylpentanedioic acid,C13H24O5,ROYIOVVKJBERGN-UHFFFAOYSA-N,Organic acids and derivatives,Hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,NA,NA,NA,NA
1.196_180.08668_RP,L2,3-hydroxy-3-methylpentanedioic acid,C6H10O5,NPOAOTPXWNWTSH-UHFFFAOYSA-N,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA,NA,NA,NA
1.393_163.06011_RP,L2,3-hydroxy-3-methylpentanedioic acid,C6H10O5,NPOAOTPXWNWTSH-UHFFFAOYSA-N,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA,NA,NA,NA
13.925_197.11476_RP,L3,3-hydroxynonanoate,C9H18O3,XBUXARJOYUQNTC-UHFFFAOYSA-M,Organic acids and derivatives,Hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,NA,Fatty acids,Fatty Acids and Conjugates,Branched fatty acids
12.826_241.10462_RP,L3,3-Hydroxysebacate,C10H18O5,OQYZCCKCJQWHIE-UHFFFAOYSA-N,Organic acids and derivatives,Hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,NA,Polyketides,Fatty Acids and Conjugates,Dicarboxylic acids
2.434_137.0267_RP,L3,3-methanesulfinylpropanoic acid,C4H8O3S,OLSJFOQLAOTISH-UHFFFAOYSA-N,Organosulfur compounds,Sulfoxides,NA,Straight chain fatty acids,Fatty acids,Fatty Acids and Conjugates,Thia fatty acids
1.779_160.13323_RP,L3,3-methyl-4-(trimethylazaniumyl)butanoate,C8H17NO2,NA,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,Cholines,Fatty acids,Fatty esters,Wax monoesters
1.262_334.19733_RP,L3,"3-nitrobenzaldehyde N-[3-(tert-butyl)-4-oxo-5-phenyl-1,3-thiazolan-2-ylidene]hydrazone",C20H20N4O3S,NA,NA,NA,NA,NA,NA,NA,NA
1.927_133.06076_RP,L2,3-Ureidopropionic acid,C4H8N2O3,JSJWCHRYRHKBBW-UHFFFAOYSA-N,Organic acids and derivatives,Organic carbonic acids and derivatives,Ureas,NA,NA,NA,NA
1.377_234.13365_RP,L3,"4-(1-adamantyl)-2-methyl-1,3-thiazole",C14H19NS,MJWMPQJTRWLIKB-UHFFFAOYSA-N,Organoheterocyclic compounds,Azoles,Thiazoles,NA,NA,NA,NA
1.854_190.10742_RP,L3,4-(4-Hydroxybutanamido)butanoic acid,C8H15NO4,JHEKVAATCRSDDN-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Alkaloids,Lysine alkaloids,Pyrrolidine alkaloids
1.408_333.12926_RP,L3,"4-(4-methoxyphenyl)-2-(methylanilino)-6-oxo-1,6-dihydropyrimidine-5-carbonitrile",C19H16N4O2,NA,NA,NA,NA,NA,NA,NA,NA
1.606_333.12927_RP,L3,"4-(4-methoxyphenyl)-2-(methylanilino)-6-oxo-1,6-dihydropyrimidine-5-carbonitrile",C19H16N4O2,NA,NA,NA,NA,NA,NA,NA,NA
13.019_408.21291_RP,L3,4-amino-5-[[1-[(1-carboxy-2-phenylethyl)amino]-4-methyl-1-oxopentan-2-yl]amino]-5-oxopentanoic acid,C20H29N3O6,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Tripeptides
1.903_130.09748_RP,L3,4-guanidinobutanal,C5H11N3O,VCOFTLCIPLEZKE-UHFFFAOYSA-N,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Amino acids and derivatives,Amino acids and Peptides,Small peptides,Aminoacids
1.893_146.09243_RP,L1,4-Guanidinobutyric acid,C5H11N3O2,TUHVEAJXIMEOSA-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
3.295_202.17954_RP,L3,"4-Hydroxy-2,2,6,6-tetramethyl-1-piperidineethanol",C11H23NO2,STEYNUVPFMIUOY-UHFFFAOYSA-N,Organoheterocyclic compounds,Piperidines,NA,NA,Terpenoids,Lysine alkaloids,Piperidine alkaloids
14.097_213.11216_RP,L2,"4-methyl-5-oxo-2-pentyl-2,5-dihydrofuran-3-carboxylic acid",C11H16O4,OIUPBOONLQPLQI-UHFFFAOYSA-N,Organoheterocyclic compounds,Dihydrofurans,Furanones,NA,NA,NA,NA
1.349_210.0794_RP,L2,4-Morpholinepropanesulfonic acid,C7H15NO4S,DVLFYONBTKHTER-UHFFFAOYSA-N,Organoheterocyclic compounds,Oxazinanes,Morpholines,NA,NA,NA,NA
1.247_438.20824_RP,L3,4-OHE2-1-N7Gua,C23H27N5O4,FRKBGPSXUBCIFE-URRUNNDYSA-N,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,NA,NA,NA,NA
1.167_205.06821_RP,L2,"4-Oxo-3,4-dihydroquinazoline-2-carbohydrazide",C9H8N4O2,USFNPPAZHOLLBF-UHFFFAOYSA-N,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,NA,NA,NA,NA
13.75_227.12546_RP,L2,4-oxododecanedioic acid,C12H20O5,HHXMOTDTSDYYEI-UHFFFAOYSA-N,Organic acids and derivatives,Keto acids and derivatives,Medium-chain keto acids and derivatives,NA,NA,NA,NA
