Sample,Type,Treatment,Time,1Fungi_Ascomycota,2Fungi_Ascomycota,3Fungi,4Fungi,5Fungi,6Fungi,7Fungi,8Sordariomycetes_Hypocreales,9Hypocreales_Acremonium,10Fungi_Ascomycota,11Fungi_Basidiomycota,12Fungi,13Fungi,14Fungi,15Fungi,16Fungi,17Fungi,18Fungi_Basidiomycota,19Fungi,20Fungi_Basidiomycota,21Fungi,22Hypocreales_Lecanicillium,23Fungi,24Chaetothyriales_Cyphellophora,25Fungi,26Fungi,27Fungi_Basidiomycota,28Fungi,29Fungi,30Fungi,31Fungi,32Fungi,33Capnodiales_Toxicocladosporium,34Fungi,35Fungi,36Fungi,37Basidiomycota_Agaricomycetes,38Fungi,39Fungi,40Fungi_Basidiomycota,41Fungi,42Fungi_Basidiomycota,43Fungi_Basidiomycota,44Fungi,45Fungi,46Fungi,47Fungi,48Hypocreales_Acremonium,49Fungi_Basidiomycota,50Hypocreales_Acremonium,51Fungi,52Fungi,53Hypocreales_Paramyrothecium,54Fungi_Ascomycota,55Fungi_Basidiomycota,56Fungi,57Fungi_Basidiomycota,58Fungi,59Fungi,60Fungi,61Fungi,62Fungi,63Fungi_Basidiomycota,64Fungi,65Fungi,66Fungi,67Hypocreales_Acremonium,68Fungi_Basidiomycota,69Fungi_Basidiomycota,70Fungi,71Fungi_Basidiomycota,72Fungi,73Fungi_Basidiomycota,74Fungi_Ascomycota,75Fungi_Basidiomycota,76Fungi,77Fungi_Basidiomycota,78Fungi_Ascomycota,79Basidiomycota_Agaricomycetes,80Fungi,81Fungi,82Fungi_Ascomycota,83Fungi,84Fungi,85Pleosporales_Alternaria,86Eurotiales_Aspergillus,87Capnodiales_Cladosporium,88Basidiomycota_Agaricomycetes,89Fungi_Basidiomycota,90Fungi_Basidiomycota,91Hypocreales_Stachybotrys,92Fungi,93Fungi,94Fungi,95Fungi,96Hypocreales_Acremonium,97Fungi,98Eurotiomycetes_Chaetothyriales,99Fungi,100Fungi,101Fungi,102Fungi_Basidiomycota,103Capnodiales_Cladosporium,104Fungi,105Fungi,106Fungi,107Sordariomycetes_Hypocreales,108Sordariomycetes_Hypocreales,109Fungi,110Fungi,111Fungi_Basidiomycota,112Fungi,113Fungi,114Sordariomycetes_Hypocreales,115Fungi,116Fungi_Basidiomycota,117Chaetothyriales_Exophiala,118Fungi,119Fungi,120Fungi_Basidiomycota,121Fungi,122Fungi,123Fungi_Basidiomycota,124Basidiomycota_Agaricomycetes,125Fungi,126Fungi,127Fungi,128Fungi_Basidiomycota,129Fungi,130Eurotiales_Penicillium,131Fungi,132Fungi_Basidiomycota,133Fungi,134Fungi_Basidiomycota,135Basidiomycota_Agaricomycetes,136Fungi,137Fungi,138Fungi_Basidiomycota,139Fungi,140Fungi_Basidiomycota,141Fungi_Ascomycota,142Dothideales_Aureobasidium,143Fungi,144Fungi,145Fungi,146Entomophthorales_Entomophthora,147Capnodiales_Toxicocladosporium,148Fungi,149Fungi,150Fungi_Basidiomycota,151Basidiomycota_Agaricomycetes,152Fungi,153Fungi_Ascomycota,154Fungi,155Fungi_Ascomycota,156Fungi,157Fungi,158Fungi,159Fungi,160Fungi_Ascomycota,161Fungi,162Fungi_Basidiomycota,163Fungi
S41,Bare,0,1,0.037887586,0,0.935025777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175821885,0,0.105250947,0,0,0,0,0,0,0,0,0,0,0,0,0.111147354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077384567,0,0.115936237,0,0,0,0,0.104836843,0,0,0,0,0,0,0,0,0.075198926,0,0,0,0,0,0,0,0,0,0.044243168,0,0,0,0,0,0,0,0,0.040656666,0,0,0,0,0,0,0,0,0,0,0,0,0.105869065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064170955,0.069486662,0,0,0,0,0.061044409,0,0,0,0,0,0,0,0,0,0,0.079874044
S45,Bare,0,1,0.267314994,0.188704685,0,0.648037974,0.458232046,0.078538735,0,0.087936143,0,0.051353537,0.345224477,0,0,0,0,0.028364858,0.019870403,0.031477088,0.035271747,0,0,0,0.113950813,0,0,0,0,0,0,0,0.143521281,0.041483436,0,0.043155757,0.054928311,0,0,0,0,0,0,0.027430228,0,0.072522219,0.040391575,0.054996082,0,0,0,0,0.0647624,0,0,0,0,0,0.05936074,0,0,0.021664018,0,0,0,0,0.056201986,0,0.028100993,0,0,0,0,0.089072479,0,0,0,0,0,0,0,0,0,0,0.057641618,0,0,0,0,0.027294097,0,0.0647624,0.023320087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029648979,0,0,0,0,0,0.021835278,0.039269368,0,0,0,0,0,0,0,0,0.050769956,0,0,0,0,0.026036909,0,0,0,0.040021003,0,0.035165984,0,0,0,0,0,0,0,0,0.02347927,0,0,0,0,0,0,0,0,0,0,0.03135853,0.120310944,0.132594264,0.039269368
S47,Bare,0,1,0.079210611,0.438706291,0,0.76717446,0.080006718,0.065936794,0,0.028258626,0.048945376,0,0,0.025673344,0.361413826,0,0,0,0,0,0,0,0,0,0.140257671,0,0,0,0,0,0,0,0.042275653,0,0,0,0,0,0.109271327,0,0,0,0,0.038674238,0,0,0.047898295,0.027806459,0,0,0,0,0,0,0,0,0,0,0.031843864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034333829,0,0.074510559,0,0.071293995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033398126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029999218,0,0,0,0,0,0,0.054228146,0.108339358,0
S49,Bare,0,1,0.060351176,0.988342708,0,0.061571689,0,0,0,0.050717459,0.054748769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030234238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031721108,0,0.025113034,0,0,0,0,0,0,0,0,0,0,0,0.037077039,0,0,0,0,0,0,0,0,0,0,0.035912023,0,0,0,0.042341324,0,0,0,0.039393651,0,0,0,0,0,0.029160489,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027664069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S52,Bare,0,1,0,0.042299564,0,0.44732753,0.018122009,0.211296938,0.797403919,0.048824005,0.081774388,0,0,0,0,0.226868551,0,0,0,0.035851331,0,0,0,0,0.076921988,0,0,0,0,0,0,0,0,0,0.053154817,0,0,0,0,0,0,0,0,0.082463898,0,0.024728868,0.02952927,0.083589155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027647715,0,0,0,0,0,0,0,0,0,0,0.021808811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046079524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02005033,0.019036291,0,0,0.033986578,0,0,0.034069777,0,0.037169547,0,0,0,0,0,0,0,0,0,0.022574265,0,0,0,0,0,0,0,0,0,0,0,0,0.061316364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064159292,0.121682522,0.02060739
S53,Bare,0,1,0.151461262,0.962007841,0,0.137273426,0,0,0,0.034375697,0,0.029968038,0,0,0,0,0,0,0,0,0,0.03261165,0,0,0.024468801,0.106915234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027643419,0,0.03999023,0,0,0,0,0,0,0.068636713,0,0,0,0,0,0,0,0,0.040186744,0,0,0,0,0,0,0,0.034145757,0,0,0,0,0,0,0,0.022974353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021375677,0,0,0,0,0,0,0,0,0.03505647,0,0,0,0,0,0,0,0,0.033914257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028897403,0,0,0,0,0,0,0.036487931,0.0468822,0
S55,Bare,0,1,0.137383607,0.701343114,0,0.52106345,0,0.064231187,0,0.036216922,0.049089754,0.024544877,0.280018106,0.160215441,0,0.070729279,0,0.021390599,0,0,0.039538869,0,0,0,0.095900521,0.078107423,0,0,0,0,0,0,0,0.028831057,0,0.027889928,0,0.077617716,0.117745482,0.056728792,0,0.047430568,0,0.042602569,0,0,0.035686631,0,0,0,0,0,0.033022909,0,0,0,0,0,0.024389035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050013153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051515383,0,0,0,0,0,0,0,0,0.025459905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027057205,0,0,0,0.020665282,0,0.036531402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180451813,0.098683095,0.023432227
S02,Crust,1,1,0.964457639,0,0.021186512,0,0.024843387,0,0,0,0,0.180753978,0,0,0.017406496,0,0,0.091770863,0.079625779,0,0.019532999,0,0,0,0,0,0,0,0,0,0,0,0,0.025839729,0,0.023568507,0,0,0,0.027317458,0,0.029962253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048602154,0,0,0.037899585,0,0,0,0,0,0,0,0,0,0,0,0.03221813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297744,0,0,0,0,0.027111286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055044173,0,0,0,0,0,0,0,0,0,0,0,0.067248405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024039924,0.016916073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022965632,0,0,0.048659842
S06,Crust,1,1,0.16808728,0.63907907,0,0.385804492,0.042887535,0.317798238,0,0.268623806,0.368632791,0.030760352,0,0,0,0,0,0.034551452,0,0.052273148,0,0,0.048133791,0,0.069549351,0,0,0,0,0,0.041419064,0,0.073505532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025056972,0,0,0.05947431,0,0.081112145,0.031750593,0.024701536,0,0,0,0.13523051,0.038772507,0,0,0.151834315,0,0,0.028831242,0,0,0,0.090442027,0,0,0,0,0.056968194,0,0,0,0,0.033379874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07546444,0.079959223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03989658,0,0,0,0,0,0,0,0,0,0,0,0,0.03403573,0,0,0,0,0,0,0,0.032165651,0
S08,Crust,1,1,0.967118402,0,0.026435345,0,0.080090576,0.02047673,0,0,0,0.183470473,0,0,0,0,0,0.06791363,0.043733058,0,0.055051833,0,0,0,0,0,0,0,0,0,0,0,0.020114281,0.03494437,0,0.044566144,0,0.024560098,0,0.028574896,0,0.025442777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050595605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059853238,0,0,0,0,0,0,0,0,0,0,0,0.037286711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S10,Crust,1,1,0.920190946,0.023451855,0.103902216,0,0,0.082486326,0,0,0,0.17480161,0.060521209,0,0,0,0,0.083375139,0.144586553,0,0.158164527,0,0,0,0,0,0,0,0,0,0,0,0,0.095395712,0.017004992,0.126695524,0,0.047682995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050399978,0,0,0.026515644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027769035,0.034259144,0,0,0,0.048332576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077158893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031589858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018290153,0,0.074046506
S13,Crust,1,1,0.955183595,0,0.142234757,0,0.153879712,0,0,0,0,0.18087591,0,0,0,0,0,0,0.044347001,0,0,0.018795212,0,0.027265872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049727458,0,0,0,0,0,0,0,0.04603868,0,0,0,0,0,0,0.051241816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019885681,0,0,0,0,0,0,0,0,0,0,0,0,0.0179339,0,0
S17,Crust,1,1,0.024318271,0.996643222,0,0.0284474,0,0,0,0,0.04416459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057889065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S20,Crust,1,1,0.168158481,0,0,0.642353246,0.497025974,0.106521047,0,0,0,0.03518878,0.325072006,0.04368061,0,0,0,0,0.170869036,0,0,0.093309648,0,0.121865562,0.095332521,0,0,0,0.07838702,0,0.090427453,0,0,0,0,0,0,0,0,0,0,0,0,0.067207795,0,0,0,0,0,0,0,0,0.119705626,0,0,0,0.085696187,0,0,0,0,0,0,0,0,0,0.091922223,0,0,0,0.027342692,0.09280753,0,0,0.030314238,0,0,0,0,0,0.058470648,0,0,0,0.02448787,0,0,0,0,0,0,0.058868864,0,0,0,0,0,0,0,0,0,0,0,0,0.020696028,0,0,0.038365119,0,0,0,0,0,0,0,0,0,0,0.021252971,0,0,0,0,0,0,0,0,0,0,0,0,0.027766635,0,0,0,0,0,0,0,0,0,0.048415999,0,0,0,0.043769663,0,0,0,0,0,0,0.038869282,0,0,0,0,0,0,0,0,0.057800859,0.090255046,0.160164937,0.131546009
S21,Crust,1,1,0.16466387,0,0.372366262,0,0.848484655,0,0,0,0,0.029930641,0,0,0,0,0,0,0.182024531,0.035320599,0,0.06974308,0,0,0.03777186,0,0,0,0.086056016,0,0,0,0,0,0.023609608,0,0,0,0,0,0,0,0,0,0,0,0.033685825,0,0,0,0,0,0,0,0,0,0,0,0.040567195,0.12429127,0,0,0,0,0,0,0.031338629,0,0,0,0.026016521,0,0,0,0.038295282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038726064,0,0,0,0,0,0,0,0,0.063151893,0,0,0,0,0,0,0,0,0.062783043,0,0,0,0,0,0,0.056378938,0,0,0,0,0,0,0,0,0,0,0.021552525,0,0,0,0,0,0.049282154,0.042796049,0.063727202,0,0,0.02402751,0,0.046225016,0.059861283,0,0,0,0,0,0.068591809,0.10498662
S28,Crust,1,1,0.923347648,0,0.132980472,0,0.065502059,0.060204909,0,0,0,0.175643254,0,0.145785864,0,0,0,0,0.082438966,0.028701564,0,0.031221884,0,0.139061965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090686648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063749355,0,0,0.059689593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029758415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023580741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041427139,0,0,0,0,0,0,0.040250469,0,0,0,0,0,0,0,0,0,0.140754764,0.036774608,0
S34,Crust,1,1,0.937891315,0,0.055126828,0,0.133267683,0,0,0,0,0.175064028,0,0,0,0,0,0,0.123583,0.024359963,0.127215756,0.055181166,0.046902075,0,0,0,0,0,0.027042008,0,0,0,0,0.08488115,0,0.051238461,0,0,0,0.023482965,0,0.060368559,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048038494,0,0,0.034363084,0.030871489,0,0,0,0,0,0,0,0,0,0,0.029481055,0,0,0,0.052108446,0,0,0,0,0,0,0,0,0.061010533,0,0,0,0,0,0.03784931,0,0,0,0,0,0,0,0,0,0,0.04303663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036065245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022966793
S36,Crust,1,1,0.926506387,0,0.041534639,0,0.303655901,0,0,0,0,0.177651298,0,0,0,0,0,0.01748481,0.065296878,0,0.041534639,0.026537607,0.044761016,0,0,0,0,0,0.028995277,0,0,0,0,0.03320799,0.017640233,0.027842682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018098498,0.022653266,0,0,0.030284579,0,0,0,0,0,0,0,0,0.018248695,0,0,0.022042553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038534644,0,0,0,0,0,0,0,0,0,0
S38,Crust,1,1,0.889211474,0,0.020966264,0,0.051488164,0.143478456,0,0,0,0.166373917,0,0,0,0,0,0.185150767,0.105986167,0.021126927,0,0,0.092858029,0,0,0,0,0,0.212083969,0,0,0.168233353,0,0,0,0,0.039439217,0,0,0,0,0.038572315,0,0,0,0,0,0,0,0,0,0,0.020966264,0,0.045713409,0.047169614,0,0,0.054549492,0,0,0,0,0,0,0,0,0,0.024395274,0,0.053422056,0.021912581,0,0,0.026392649,0,0,0,0,0,0,0,0,0,0,0,0.026900246,0,0,0,0,0,0,0,0,0.024116462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036869088,0,0,0,0,0,0,0.028008727,0,0,0,0,0,0,0,0,0,0.037864506,0,0,0,0.031850041,0,0,0.046954062,0.026135154,0,0.076793173
S44,Crust,1,1,0.039390823,0.026834618,0,0.533005903,0.631795086,0.380660368,0,0.039607854,0,0,0,0.077961266,0,0.023423175,0,0.133564735,0.075560162,0.100405945,0.045641394,0.19337423,0,0,0.094194586,0,0,0,0.061694614,0,0.105363612,0,0,0,0.032073503,0.034889917,0,0,0,0,0,0,0,0.083432217,0,0,0.042429256,0,0,0,0,0,0.024844028,0,0,0,0.078890385,0,0.039063016,0,0,0,0,0,0,0.060289085,0,0,0,0,0,0.068914506,0.022489602,0,0.031261383,0,0,0.021113364,0,0,0.051965013,0.026187905,0,0,0.035739535,0,0,0,0,0.02151556,0,0,0,0,0,0,0,0,0,0,0.021910373,0,0.023054283,0.087983177,0,0,0,0,0,0,0,0,0,0,0.023423175,0,0,0,0,0,0.025524813,0.023605459,0,0,0,0,0,0,0,0,0.03056814,0.021713864,0,0,0,0,0,0.022105136,0,0,0,0,0,0,0,0.038842941,0,0,0,0,0.030847307,0,0.035256546,0,0,0,0,0,0,0,0,0,0.051384381,0.100959384,0.026993875
S46,Crust,1,1,0.083971867,0.438574681,0,0.761467423,0.081878556,0.072164032,0,0.030753157,0.046549546,0,0,0,0.373519833,0,0,0,0,0,0,0,0,0,0.135117338,0,0,0,0,0,0,0,0.043902484,0,0,0,0,0,0.110449372,0,0,0,0,0.038683981,0,0,0.051668826,0.031331637,0,0,0,0,0,0,0,0,0,0,0.031140004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038216954,0,0.075408962,0,0.073804333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031711428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028109177,0,0,0,0,0,0,0.049660349,0.104260327,0
S48,Crust,1,1,0.074786014,0.996929725,0.023198631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S51,Crust,1,1,0.293849237,0.952950475,0.027084902,0,0.02973076,0,0,0,0,0.054446605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030920457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S57,Crust,1,1,0.052872259,0.996854879,0,0.028337897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05178647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S58,Crust,1,1,0.159825105,0.982530754,0.025405425,0,0,0,0,0,0,0.028236551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069329627,0,0,0,0.05329087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S05,Bare,0,2,0.171784419,0.913163985,0,0.240113871,0.227314544,0.071499428,0,0.030205789,0.025992042,0.033590158,0,0.020611968,0,0,0,0,0,0,0.020098726,0,0,0,0.040969726,0,0,0,0,0,0,0,0,0,0,0,0,0.04676483,0.05763864,0.020442319,0,0.030549699,0,0.0443964,0,0,0,0.021112736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020947144,0,0.048519117,0,0,0,0,0,0,0,0,0,0,0,0,0.026125678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027042646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049933965,0.031337482,0
S09,Bare,0,2,0.493020978,0,0.484697156,0,0,0,0,0,0,0.09568514,0.175965582,0,0,0.333852173,0,0,0,0,0.058049861,0,0,0,0,0,0,0,0,0.175241441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098629985,0.217787357,0,0,0,0,0,0,0,0.059134999,0,0,0,0,0,0,0,0,0,0,0.098307136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214848121,0,0,0.221406537,0.09568514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10518114,0,0.09568514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113047582,0,0,0,0,0,0,0,0,0,0.081706743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126830443,0.325462344,0
S15,Bare,0,2,0.065412311,0,0.685501048,0,0.224012098,0,0,0,0.056117511,0,0,0,0,0.334921254,0,0,0,0.071655597,0,0.07020786,0.044557261,0.044557261,0.095421295,0,0,0,0.091763938,0,0,0,0,0,0.072368605,0,0,0,0,0,0,0,0.44981607,0.085387498,0,0,0,0.058213282,0.042593411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042189673,0,0.055811691,0.070451215,0,0,0,0.054256742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069225883,0,0,0,0.046068103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041782034,0,0.044171476,0,0,0,0,0.050668158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069963658,0.223629759,0.158616425,0.051339289
S16,Bare,0,2,0.037933375,0,0.933697147,0,0,0.089796429,0,0,0,0,0,0,0.231258812,0,0,0.05826521,0.019314729,0,0.029109729,0,0,0,0.053096689,0,0,0,0,0,0,0,0,0.017120678,0.04256759,0.022969799,0,0,0.017881964,0,0,0,0,0,0,0.031144065,0.05477644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069640246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019858912,0,0,0,0,0,0,0,0,0,0.044165194,0,0.045179247,0,0,0,0,0.055931782,0,0,0,0,0.052491003,0,0,0,0.056782863,0,0,0,0.02202218,0,0,0,0,0.052895564,0,0,0,0,0,0,0,0,0.046113284,0,0,0,0,0,0,0,0,0,0.047535989,0,0,0,0,0.019036805,0,0,0,0,0.027119342,0,0,0,0,0,0,0,0,0,0,0.052440214,0.051878247,0,0.080865241,0.108526486,0
